locus_tag	ftype	length_bp	gene	EC_number	COG	product
CCHHBCMG_00334	CDS	744	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CCHHBCMG_00335	CDS	408				hypothetical protein
CCHHBCMG_00336	CDS	336	sdhA_1	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
CCHHBCMG_00337	CDS	495	sdhA_2	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
CCHHBCMG_00338	CDS	234	sdhB_1	1.3.5.-	COG0479	8-methylmenaquinol:fumarate reductase iron-sulfur subunit
CCHHBCMG_00339	CDS	432	sdhB_2	1.3.5.-	COG0479	8-methylmenaquinol:fumarate reductase iron-sulfur subunit
CCHHBCMG_00340	CDS	171				hypothetical protein
CCHHBCMG_00341	CDS	756	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
CCHHBCMG_00342	CDS	666	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CCHHBCMG_00343	CDS	234	acpP			Acyl carrier protein
CCHHBCMG_00344	CDS	1215	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
CCHHBCMG_00345	CDS	939	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CCHHBCMG_00346	CDS	2073	cirA		COG4771	Colicin I receptor
CCHHBCMG_00347	CDS	597				hypothetical protein
CCHHBCMG_00348	CDS	1098				hypothetical protein
CCHHBCMG_00349	CDS	216				hypothetical protein
CCHHBCMG_00350	CDS	195	rpmB		COG0227	50S ribosomal protein L28
CCHHBCMG_00351	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
CCHHBCMG_00352	CDS	756	dinG	3.1.-.-		3'-5' exonuclease DinG
CCHHBCMG_00353	CDS	1293	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
CCHHBCMG_00354	CDS	519				hypothetical protein
CCHHBCMG_00355	CDS	528				hypothetical protein
CCHHBCMG_00356	CDS	960				hypothetical protein
CCHHBCMG_00357	CDS	651				hypothetical protein
CCHHBCMG_00358	CDS	1302	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CCHHBCMG_00359	CDS	243				hypothetical protein
CCHHBCMG_00360	CDS	1089	nusA		COG0195	Transcription termination/antitermination protein NusA
CCHHBCMG_00361	CDS	1188				hypothetical protein
CCHHBCMG_00362	CDS	1047	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
CCHHBCMG_00363	CDS	1221				hypothetical protein
CCHHBCMG_00364	CDS	1824	mfd_2	3.6.4.-		Transcription-repair-coupling factor
CCHHBCMG_00365	CDS	384	ctb		COG2346	Group 3 truncated hemoglobin ctb
CCHHBCMG_00366	CDS	597	vfr		COG0664	Cyclic AMP receptor-like protein
CCHHBCMG_00367	CDS	702	yecS		COG0765	L-cystine transport system permease protein YecS
CCHHBCMG_00368	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
CCHHBCMG_00369	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
CCHHBCMG_00370	tRNA	76				tRNA-Thr(tgt)
CCHHBCMG_00371	tRNA	86				tRNA-Tyr(gta)
CCHHBCMG_00372	tRNA	77				tRNA-Gly(tcc)
CCHHBCMG_00373	tRNA	75				tRNA-Thr(ggt)
CCHHBCMG_00374	CDS	1200	tufA		COG0050	Elongation factor Tu
CCHHBCMG_00375	CDS	159	rpmG2			50S ribosomal protein L33 2
CCHHBCMG_00376	tRNA	76				tRNA-Trp(cca)
CCHHBCMG_00377	CDS	180				hypothetical protein
CCHHBCMG_00378	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
CCHHBCMG_00379	CDS	426	rplK		COG0080	50S ribosomal protein L11
CCHHBCMG_00380	CDS	702	rplA		COG0081	50S ribosomal protein L1
CCHHBCMG_00381	CDS	480	rplJ		COG0244	50S ribosomal protein L10
CCHHBCMG_00382	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
CCHHBCMG_00383	CDS	4128	rpoBC_1	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
CCHHBCMG_00384	CDS	4554	rpoBC_2	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
CCHHBCMG_00385	CDS	387	rpsL		COG0048	30S ribosomal protein S12
CCHHBCMG_00386	CDS	471	rpsG		COG0049	30S ribosomal protein S7
CCHHBCMG_00387	CDS	2076	fusA		COG0480	Elongation factor G
CCHHBCMG_00388	tRNA	77				tRNA-Arg(cct)
CCHHBCMG_00389	CDS	147				hypothetical protein
CCHHBCMG_00390	CDS	702	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
CCHHBCMG_00391	CDS	375				hypothetical protein
CCHHBCMG_00392	CDS	1278				hypothetical protein
CCHHBCMG_00393	CDS	777	trpC_1	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
CCHHBCMG_00394	CDS	486		2.7.7.53	COG0537	AP-4-A phosphorylase
CCHHBCMG_00395	CDS	999	selU	2.5.1.-		tRNA 2-selenouridine synthase
CCHHBCMG_00396	CDS	645	amt			Ammonia channel
CCHHBCMG_00397	CDS	912	hemH	4.99.1.1	COG0276	Ferrochelatase
CCHHBCMG_00398	CDS	837	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CCHHBCMG_00399	CDS	1074	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
CCHHBCMG_00400	CDS	2529	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
CCHHBCMG_00401	CDS	552	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
CCHHBCMG_00402	CDS	1932	pbpF		COG0744	Penicillin-binding protein 1F
CCHHBCMG_00403	CDS	2574	clpB		COG0542	Chaperone protein ClpB
CCHHBCMG_00404	CDS	291	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
CCHHBCMG_00405	CDS	1320	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
CCHHBCMG_00406	CDS	711	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CCHHBCMG_00407	CDS	246	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
CCHHBCMG_00408	CDS	648	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
CCHHBCMG_00409	CDS	1197				hypothetical protein
CCHHBCMG_00410	CDS	693				hypothetical protein
CCHHBCMG_00411	CDS	369	crcB		COG0239	Putative fluoride ion transporter CrcB
CCHHBCMG_00412	CDS	1827	htpG		COG0326	Chaperone protein HtpG
CCHHBCMG_00413	CDS	318				hypothetical protein
CCHHBCMG_00414	CDS	435				hypothetical protein
CCHHBCMG_00415	CDS	606				hypothetical protein
CCHHBCMG_00416	CDS	336				hypothetical protein
CCHHBCMG_00417	CDS	306				hypothetical protein
CCHHBCMG_00418	CDS	1809	penA	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PenA
CCHHBCMG_00419	CDS	297	fliE			Flagellar hook-basal body complex protein FliE
CCHHBCMG_00420	CDS	495	flgC		COG1558	Flagellar basal-body rod protein FlgC
CCHHBCMG_00421	CDS	432				hypothetical protein
CCHHBCMG_00422	CDS	780	mltG	4.2.2.-		Endolytic murein transglycosylase
CCHHBCMG_00423	CDS	2571				hypothetical protein
CCHHBCMG_00424	CDS	2205	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
CCHHBCMG_00425	CDS	903	mdh	1.1.1.37	COG0039	Malate dehydrogenase
CCHHBCMG_00426	CDS	1164	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
CCHHBCMG_00427	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CCHHBCMG_00428	CDS	312	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
CCHHBCMG_00429	CDS	1125	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
CCHHBCMG_00430	CDS	846				hypothetical protein
CCHHBCMG_00431	CDS	558				hypothetical protein
CCHHBCMG_00432	CDS	264				hypothetical protein
CCHHBCMG_00433	CDS	537				hypothetical protein
CCHHBCMG_00434	CDS	894	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
CCHHBCMG_00435	CDS	1299	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
CCHHBCMG_00436	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CCHHBCMG_00437	CDS	390				hypothetical protein
CCHHBCMG_00438	CDS	924	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
CCHHBCMG_00439	CDS	1803	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
CCHHBCMG_00440	CDS	366				hypothetical protein
CCHHBCMG_00441	CDS	1929				hypothetical protein
CCHHBCMG_00442	CDS	387	fliS			Flagellar secretion chaperone FliS
CCHHBCMG_00443	CDS	276				hypothetical protein
CCHHBCMG_00444	CDS	570	efp		COG0231	Elongation factor P
CCHHBCMG_00445	CDS	693				hypothetical protein
CCHHBCMG_00446	CDS	954				hypothetical protein
CCHHBCMG_00447	CDS	1005				hypothetical protein
CCHHBCMG_00448	CDS	1287				hypothetical protein
CCHHBCMG_00449	CDS	798		3.1.1.92		4-sulfomuconolactone hydrolase
CCHHBCMG_00450	CDS	1086				hypothetical protein
CCHHBCMG_00451	CDS	1233	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
CCHHBCMG_00452	CDS	936		1.18.1.2	COG0492	Ferredoxin--NADP reductase
CCHHBCMG_00453	CDS	1329	mepA			Multidrug export protein MepA
CCHHBCMG_00454	CDS	930				hypothetical protein
CCHHBCMG_00455	CDS	1377	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
CCHHBCMG_00456	CDS	561				hypothetical protein
CCHHBCMG_00457	CDS	198				hypothetical protein
CCHHBCMG_00458	CDS	729				hypothetical protein
CCHHBCMG_00459	CDS	1467				hypothetical protein
CCHHBCMG_00460	CDS	1473				hypothetical protein
CCHHBCMG_00461	CDS	1068				hypothetical protein
CCHHBCMG_00462	CDS	873				hypothetical protein
CCHHBCMG_00463	tRNA	76				tRNA-Met(cat)
CCHHBCMG_00464	tRNA	75				tRNA-Gln(ttg)
CCHHBCMG_00465	CDS	1020	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
CCHHBCMG_00466	CDS	444	yqeY		COG1610	putative protein YqeY
CCHHBCMG_00467	CDS	1701	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
CCHHBCMG_00468	CDS	465	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
CCHHBCMG_00469	CDS	966	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
CCHHBCMG_00470	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CCHHBCMG_00471	CDS	738	tatC		COG0805	Sec-independent protein translocase protein TatC
CCHHBCMG_00472	CDS	417	tatB			Sec-independent protein translocase protein TatB
CCHHBCMG_00473	CDS	1068	hemW		COG0635	Heme chaperone HemW
CCHHBCMG_00474	CDS	471	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
CCHHBCMG_00475	CDS	1203		2.7.2.4	COG0527	Aspartate kinase
CCHHBCMG_00476	CDS	537				hypothetical protein
CCHHBCMG_00477	CDS	606				hypothetical protein
CCHHBCMG_00478	CDS	1170	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
CCHHBCMG_00479	CDS	1944	ligA_1	6.5.1.2	COG0272	DNA ligase
CCHHBCMG_00480	CDS	1005				hypothetical protein
CCHHBCMG_00481	CDS	762	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
CCHHBCMG_00482	CDS	855	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
CCHHBCMG_00483	CDS	708	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
CCHHBCMG_00484	CDS	216				hypothetical protein
CCHHBCMG_00485	CDS	441				hypothetical protein
CCHHBCMG_00486	CDS	633				hypothetical protein
CCHHBCMG_00487	CDS	651				hypothetical protein
CCHHBCMG_00488	CDS	627	nth_2	4.2.99.18	COG0177	Endonuclease III
CCHHBCMG_00489	CDS	822	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
CCHHBCMG_00490	CDS	1065	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
CCHHBCMG_00491	CDS	1443				hypothetical protein
CCHHBCMG_00492	CDS	954	pal_1			Peptidoglycan-associated lipoprotein
CCHHBCMG_00493	CDS	876				hypothetical protein
CCHHBCMG_00494	CDS	1344				hypothetical protein
CCHHBCMG_00495	CDS	669	yiiM		COG2258	Protein YiiM
CCHHBCMG_00496	CDS	1704	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
CCHHBCMG_00497	CDS	96				hypothetical protein
CCHHBCMG_00498	CDS	186	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
CCHHBCMG_00499	CDS	537				hypothetical protein
CCHHBCMG_00500	CDS	1191	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
CCHHBCMG_00501	CDS	1173	macA		COG0845	Macrolide export protein MacA
CCHHBCMG_00502	CDS	1926	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CCHHBCMG_00503	CDS	1371	tdeA		COG1538	Toxin and drug export protein A
CCHHBCMG_00504	CDS	1179				hypothetical protein
CCHHBCMG_00505	CDS	1011				hypothetical protein
CCHHBCMG_00506	CDS	1377				hypothetical protein
CCHHBCMG_00507	CDS	504	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
CCHHBCMG_00508	CDS	996	sphX		COG0226	Protein SphX
CCHHBCMG_00509	CDS	915	pstC1		COG0573	Phosphate transport system permease protein PstC 1
CCHHBCMG_00510	CDS	1089				hypothetical protein
CCHHBCMG_00511	CDS	741	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
CCHHBCMG_00512	CDS	612				hypothetical protein
CCHHBCMG_00513	CDS	648				hypothetical protein
CCHHBCMG_00514	CDS	1317	yeeO		COG0534	putative FMN/FAD exporter YeeO
CCHHBCMG_00515	CDS	648				hypothetical protein
CCHHBCMG_00516	CDS	1521				hypothetical protein
CCHHBCMG_00517	CDS	2190	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
CCHHBCMG_00518	CDS	744	hypB			Hydrogenase maturation factor HypB
CCHHBCMG_00519	CDS	282				hypothetical protein
CCHHBCMG_00520	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
CCHHBCMG_00521	CDS	975	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
CCHHBCMG_00522	CDS	345	hypA		COG0375	Hydrogenase/urease maturation factor HypA
CCHHBCMG_00523	CDS	966			COG1466	Protein
CCHHBCMG_00524	CDS	1935	rnr	3.1.13.1	COG0557	Ribonuclease R
CCHHBCMG_00525	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CCHHBCMG_00526	CDS	1083				hypothetical protein
CCHHBCMG_00527	CDS	774				hypothetical protein
CCHHBCMG_00528	CDS	384	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
CCHHBCMG_00529	CDS	879	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
CCHHBCMG_00530	CDS	498	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CCHHBCMG_00531	CDS	519	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
CCHHBCMG_00532	CDS	579	adk	2.7.4.3	COG0563	Adenylate kinase
CCHHBCMG_00533	CDS	1752	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
CCHHBCMG_00534	CDS	861	nadK	2.7.1.23		NAD kinase
CCHHBCMG_00535	CDS	1524	recN		COG0497	DNA repair protein RecN
CCHHBCMG_00536	CDS	1245	pleD			Response regulator PleD
CCHHBCMG_00537	CDS	816	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
CCHHBCMG_00538	CDS	1119				hypothetical protein
CCHHBCMG_00539	CDS	831	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
CCHHBCMG_00540	CDS	489	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
CCHHBCMG_00541	CDS	516				hypothetical protein
CCHHBCMG_00542	CDS	462	lptA			Lipopolysaccharide export system protein LptA
CCHHBCMG_00543	CDS	597	engB		COG0218	putative GTP-binding protein EngB
CCHHBCMG_00544	CDS	495				hypothetical protein
CCHHBCMG_00545	CDS	1806	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
CCHHBCMG_00546	CDS	1791				hypothetical protein
CCHHBCMG_00547	CDS	243				hypothetical protein
CCHHBCMG_00548	CDS	549				hypothetical protein
CCHHBCMG_00549	CDS	1107				hypothetical protein
CCHHBCMG_00550	CDS	876	era			GTPase Era
CCHHBCMG_00551	CDS	1320	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
CCHHBCMG_00552	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
CCHHBCMG_00553	CDS	444	rplI			50S ribosomal protein L9
CCHHBCMG_00554	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
CCHHBCMG_00555	CDS	285			COG1188	putative protein
CCHHBCMG_00556	CDS	408				hypothetical protein
CCHHBCMG_00557	CDS	729	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CCHHBCMG_00558	CDS	1251	rpoN		COG1508	RNA polymerase sigma-54 factor
CCHHBCMG_00559	CDS	1425	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
CCHHBCMG_00560	CDS	318	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
CCHHBCMG_00561	CDS	291	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit
CCHHBCMG_00562	CDS	234	kdpA_3		COG2060	Potassium-transporting ATPase potassium-binding subunit
CCHHBCMG_00563	CDS	288	kdpA_4		COG2060	Potassium-transporting ATPase potassium-binding subunit
CCHHBCMG_00564	CDS	489	kdpA_5		COG2060	Potassium-transporting ATPase potassium-binding subunit
CCHHBCMG_00565	CDS	822	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
CCHHBCMG_00566	CDS	237	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
CCHHBCMG_00567	CDS	291	kdpB_3	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
CCHHBCMG_00568	CDS	567	kdpB_4	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
CCHHBCMG_00569	CDS	579	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
CCHHBCMG_00570	CDS	1152	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
CCHHBCMG_00571	CDS	624				hypothetical protein
CCHHBCMG_00572	CDS	1974	uvrB		COG0556	UvrABC system protein B
CCHHBCMG_00573	CDS	231				hypothetical protein
CCHHBCMG_00574	CDS	243				hypothetical protein
CCHHBCMG_00575	CDS	438				hypothetical protein
CCHHBCMG_00576	CDS	1854	priA	3.6.4.-	COG1198	Primosomal protein N'
CCHHBCMG_00577	CDS	1395				hypothetical protein
CCHHBCMG_00578	CDS	1074	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
CCHHBCMG_00579	CDS	699	flgH			Flagellar L-ring protein
CCHHBCMG_00580	CDS	1503				hypothetical protein
CCHHBCMG_00581	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
CCHHBCMG_00582	CDS	3753				hypothetical protein
CCHHBCMG_00583	CDS	492				hypothetical protein
CCHHBCMG_00584	CDS	939				hypothetical protein
CCHHBCMG_00585	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
CCHHBCMG_00586	CDS	1491	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
CCHHBCMG_00587	CDS	1383	ftsA			Cell division protein FtsA
CCHHBCMG_00588	CDS	1113	ftsZ			Cell division protein FtsZ
CCHHBCMG_00589	CDS	813	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
CCHHBCMG_00590	CDS	789	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
CCHHBCMG_00591	CDS	1431	glnA	6.3.1.2	COG0174	Glutamine synthetase
CCHHBCMG_00592	CDS	696				hypothetical protein
CCHHBCMG_00593	CDS	1254	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
CCHHBCMG_00594	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CCHHBCMG_00595	CDS	537				hypothetical protein
CCHHBCMG_00596	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
CCHHBCMG_00597	CDS	726		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
CCHHBCMG_00598	CDS	717				hypothetical protein
CCHHBCMG_00599	CDS	1158	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
CCHHBCMG_00600	CDS	753				hypothetical protein
CCHHBCMG_00601	CDS	1338	ffh		COG0541	Signal recognition particle protein
CCHHBCMG_00602	CDS	228	rpsP			30S ribosomal protein S16
CCHHBCMG_00603	CDS	243				hypothetical protein
CCHHBCMG_00604	CDS	540	rimM			Ribosome maturation factor RimM
CCHHBCMG_00605	CDS	705	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
CCHHBCMG_00606	CDS	357	rplS			50S ribosomal protein L19
CCHHBCMG_00607	CDS	414	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
CCHHBCMG_00608	CDS	1341	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
CCHHBCMG_00609	CDS	330			COG1393	putative protein
CCHHBCMG_00610	CDS	3603	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
CCHHBCMG_00611	CDS	633			COG0325	Pyridoxal phosphate homeostasis protein
CCHHBCMG_00612	CDS	747	flaC			Secreted flagellin C
CCHHBCMG_00613	CDS	471				hypothetical protein
CCHHBCMG_00614	CDS	816	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
CCHHBCMG_00615	CDS	1188	htpX	3.4.24.-		Protease HtpX
CCHHBCMG_00616	CDS	186				hypothetical protein
CCHHBCMG_00617	CDS	543	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
CCHHBCMG_00618	CDS	984	corA		COG0598	Magnesium transport protein CorA
CCHHBCMG_00619	CDS	405				hypothetical protein
CCHHBCMG_00620	CDS	720				hypothetical protein
CCHHBCMG_00621	CDS	756	hisJ			putative histidine-binding protein
CCHHBCMG_00622	CDS	261				hypothetical protein
CCHHBCMG_00623	CDS	375				hypothetical protein
CCHHBCMG_00624	CDS	915				hypothetical protein
CCHHBCMG_00625	CDS	900				hypothetical protein
CCHHBCMG_00626	CDS	1269				hypothetical protein
CCHHBCMG_00627	CDS	3930				hypothetical protein
CCHHBCMG_00628	CDS	360				hypothetical protein
CCHHBCMG_00629	CDS	588				hypothetical protein
CCHHBCMG_00630	CDS	360				hypothetical protein
CCHHBCMG_00631	CDS	1524				hypothetical protein
CCHHBCMG_00632	CDS	318				hypothetical protein
CCHHBCMG_00633	CDS	1512				hypothetical protein
CCHHBCMG_00634	CDS	510				hypothetical protein
CCHHBCMG_00635	CDS	504				hypothetical protein
CCHHBCMG_00636	CDS	504				hypothetical protein
CCHHBCMG_00637	CDS	495				hypothetical protein
CCHHBCMG_00638	CDS	1935				hypothetical protein
CCHHBCMG_00639	CDS	3495				hypothetical protein
CCHHBCMG_00640	CDS	1287				hypothetical protein
CCHHBCMG_00641	CDS	804				hypothetical protein
CCHHBCMG_00642	CDS	1719				hypothetical protein
CCHHBCMG_00643	CDS	213				hypothetical protein
CCHHBCMG_00644	CDS	177				hypothetical protein
CCHHBCMG_00645	CDS	288				hypothetical protein
CCHHBCMG_00646	CDS	159				hypothetical protein
CCHHBCMG_00647	CDS	123				hypothetical protein
CCHHBCMG_00648	CDS	282				hypothetical protein
CCHHBCMG_00649	CDS	228				hypothetical protein
CCHHBCMG_00650	CDS	141				hypothetical protein
CCHHBCMG_00651	CDS	210				hypothetical protein
CCHHBCMG_00652	CDS	144				hypothetical protein
CCHHBCMG_00653	CDS	117				hypothetical protein
CCHHBCMG_00654	CDS	195				hypothetical protein
CCHHBCMG_00655	CDS	231				hypothetical protein
CCHHBCMG_00656	CDS	261				hypothetical protein
CCHHBCMG_00657	CDS	600	xerH_1			Tyrosine recombinase XerH
CCHHBCMG_00658	CDS	351				hypothetical protein
CCHHBCMG_00659	CDS	108				hypothetical protein
CCHHBCMG_00660	tRNA	77				tRNA-Arg(gcg)
CCHHBCMG_00661	CDS	768				hypothetical protein
CCHHBCMG_00662	CDS	1122	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
CCHHBCMG_00663	CDS	1401				hypothetical protein
CCHHBCMG_00664	CDS	1056	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
CCHHBCMG_00665	CDS	1572				hypothetical protein
CCHHBCMG_00666	CDS	1251	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
CCHHBCMG_00667	CDS	1611	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
CCHHBCMG_00668	CDS	417				hypothetical protein
CCHHBCMG_00669	CDS	519				hypothetical protein
CCHHBCMG_00670	CDS	513				hypothetical protein
CCHHBCMG_00671	CDS	1869	rpoD		COG0568	RNA polymerase sigma factor RpoD
CCHHBCMG_00672	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
CCHHBCMG_00673	CDS	1098				hypothetical protein
CCHHBCMG_00674	CDS	573				hypothetical protein
CCHHBCMG_00675	CDS	567	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
CCHHBCMG_00676	CDS	561	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
CCHHBCMG_00677	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
CCHHBCMG_00678	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
CCHHBCMG_00679	CDS	492				hypothetical protein
CCHHBCMG_00680	CDS	1356	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
CCHHBCMG_00681	CDS	1266	lutA_1			Lactate utilization protein A
CCHHBCMG_00682	CDS	759				hypothetical protein
CCHHBCMG_00683	CDS	207				hypothetical protein
CCHHBCMG_00684	CDS	615				hypothetical protein
CCHHBCMG_00685	CDS	1152	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
CCHHBCMG_00686	CDS	741				hypothetical protein
CCHHBCMG_00687	CDS	1119				hypothetical protein
CCHHBCMG_00688	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
CCHHBCMG_00689	CDS	1248	proP_1			Proline/betaine transporter
CCHHBCMG_00690	CDS	1269	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
