locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDHBLALJ_00361	CDS	1719	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
HDHBLALJ_00362	CDS	438				hypothetical protein
HDHBLALJ_00363	CDS	2061	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
HDHBLALJ_00364	CDS	819	truB	5.4.99.25		tRNA pseudouridine synthase B
HDHBLALJ_00365	CDS	228	csrA		COG1551	Translational regulator CsrA
HDHBLALJ_00366	CDS	771	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HDHBLALJ_00367	CDS	453	smpB		COG0691	SsrA-binding protein
HDHBLALJ_00368	CDS	606				hypothetical protein
HDHBLALJ_00369	CDS	291	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
HDHBLALJ_00370	CDS	2118	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
HDHBLALJ_00371	CDS	654	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
HDHBLALJ_00372	CDS	639				hypothetical protein
HDHBLALJ_00373	CDS	357	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
HDHBLALJ_00374	CDS	798				hypothetical protein
HDHBLALJ_00375	CDS	726				hypothetical protein
HDHBLALJ_00376	CDS	615	psd_2	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
HDHBLALJ_00377	CDS	1947	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HDHBLALJ_00378	CDS	849	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HDHBLALJ_00379	CDS	393	cheY		COG0784	Chemotaxis protein CheY 
HDHBLALJ_00380	CDS	1773	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
HDHBLALJ_00381	CDS	1161	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
HDHBLALJ_00382	CDS	588	pglD_1	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
HDHBLALJ_00383	CDS	603	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
HDHBLALJ_00384	CDS	1131	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
HDHBLALJ_00385	CDS	2145	pglB	2.4.99.19		Undecaprenyl-diphosphooligosaccharide--protein glycotransferase
HDHBLALJ_00386	CDS	1098	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
HDHBLALJ_00387	CDS	930	pglI	2.4.1.293	COG0463	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
HDHBLALJ_00388	CDS	1077	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
HDHBLALJ_00389	CDS	1701	pglK	7.5.2.5	COG1132	Protein glycosylation K
HDHBLALJ_00390	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HDHBLALJ_00391	CDS	792				hypothetical protein
HDHBLALJ_00392	CDS	1029	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
HDHBLALJ_00393	CDS	888	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
HDHBLALJ_00394	CDS	1554				hypothetical protein
HDHBLALJ_00395	CDS	1053	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
HDHBLALJ_00396	CDS	1200				hypothetical protein
HDHBLALJ_00397	CDS	1305				hypothetical protein
HDHBLALJ_00398	CDS	843				hypothetical protein
HDHBLALJ_00399	CDS	417	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
HDHBLALJ_00400	CDS	816	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
HDHBLALJ_00401	CDS	945	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
HDHBLALJ_00402	CDS	1455				hypothetical protein
HDHBLALJ_00403	CDS	561	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
HDHBLALJ_00404	CDS	1386	hldE		COG2870	Bifunctional protein HldE
HDHBLALJ_00405	CDS	954	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
HDHBLALJ_00406	CDS	564	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
HDHBLALJ_00407	CDS	300	cyf			Cytochrome c-553
HDHBLALJ_00408	CDS	201				hypothetical protein
HDHBLALJ_00409	CDS	2358	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HDHBLALJ_00410	CDS	1299	rho	3.6.4.-	COG1158	Transcription termination factor Rho
HDHBLALJ_00411	CDS	1557				hypothetical protein
HDHBLALJ_00412	CDS	2124	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HDHBLALJ_00413	CDS	204				hypothetical protein
HDHBLALJ_00414	CDS	942	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
HDHBLALJ_00415	CDS	270				hypothetical protein
HDHBLALJ_00416	CDS	495				hypothetical protein
HDHBLALJ_00417	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
HDHBLALJ_00418	CDS	924	ldh	1.1.1.27		L-lactate dehydrogenase
HDHBLALJ_00419	CDS	606	dedA		COG0586	Protein DedA
HDHBLALJ_00420	CDS	483	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
HDHBLALJ_00421	CDS	708			COG0217	putative transcriptional regulatory protein
HDHBLALJ_00422	CDS	342	mdtJ		COG2076	Spermidine export protein MdtJ
HDHBLALJ_00423	CDS	309	mdtI		COG2076	Spermidine export protein MdtI
HDHBLALJ_00424	CDS	1593	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
HDHBLALJ_00425	CDS	240	tatA			Sec-independent protein translocase protein TatA
HDHBLALJ_00426	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
HDHBLALJ_00427	CDS	1548				hypothetical protein
HDHBLALJ_00428	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
HDHBLALJ_00429	CDS	636	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HDHBLALJ_00430	CDS	1074	tsf		COG0264	Elongation factor Ts
HDHBLALJ_00431	CDS	792	rpsB		COG0052	30S ribosomal protein S2
HDHBLALJ_00432	CDS	1164	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HDHBLALJ_00433	CDS	1125				hypothetical protein
HDHBLALJ_00434	CDS	1251	petB		COG1290	Cytochrome b
HDHBLALJ_00435	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
HDHBLALJ_00436	CDS	1269	arsB		COG1055	Arsenical pump membrane protein
HDHBLALJ_00437	CDS	1860	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HDHBLALJ_00438	CDS	498	aer_1		COG0840	Aerotaxis receptor
HDHBLALJ_00439	CDS	1380				hypothetical protein
HDHBLALJ_00440	CDS	495	aer_2		COG0840	Aerotaxis receptor
HDHBLALJ_00441	CDS	1377	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
HDHBLALJ_00442	CDS	804				hypothetical protein
HDHBLALJ_00443	CDS	1527				hypothetical protein
HDHBLALJ_00444	CDS	1182	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
HDHBLALJ_00445	CDS	900	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HDHBLALJ_00446	CDS	1419	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
HDHBLALJ_00447	CDS	495	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HDHBLALJ_00448	CDS	993	vldW	1.14.11.52		Validamycin A dioxygenase
HDHBLALJ_00449	CDS	771			COG1464	Membrane lipoprotein TpN32
HDHBLALJ_00450	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HDHBLALJ_00451	CDS	849	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
HDHBLALJ_00452	CDS	201				hypothetical protein
HDHBLALJ_00453	CDS	681	atpB		COG0356	ATP synthase subunit a
HDHBLALJ_00454	CDS	1341	radA	3.6.4.-	COG1066	DNA repair protein RadA
HDHBLALJ_00455	CDS	852	ramA	3.5.1.100		(R)-stereoselective amidase
HDHBLALJ_00456	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
HDHBLALJ_00457	CDS	336				hypothetical protein
HDHBLALJ_00458	CDS	945	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HDHBLALJ_00459	CDS	867	ftsY		COG0552	Signal recognition particle receptor FtsY
HDHBLALJ_00460	CDS	558	resA_1			Thiol-disulfide oxidoreductase ResA
HDHBLALJ_00461	CDS	1617	rny	3.1.-.-	COG1418	Ribonuclease Y
HDHBLALJ_00462	CDS	558	yohD		COG0586	Inner membrane protein YohD
HDHBLALJ_00463	CDS	1260				hypothetical protein
HDHBLALJ_00464	CDS	807				hypothetical protein
HDHBLALJ_00465	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HDHBLALJ_00466	CDS	729	pgbA			Plasminogen-binding protein PgbA
HDHBLALJ_00467	CDS	1161	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
HDHBLALJ_00468	CDS	207				hypothetical protein
HDHBLALJ_00469	CDS	681				hypothetical protein
HDHBLALJ_00470	CDS	612	ribE	2.5.1.9		Riboflavin synthase
HDHBLALJ_00471	CDS	2541				hypothetical protein
HDHBLALJ_00472	CDS	261	groS		COG0234	10 kDa chaperonin
HDHBLALJ_00473	CDS	1638	groL			60 kDa chaperonin
HDHBLALJ_00474	CDS	222				hypothetical protein
HDHBLALJ_00475	CDS	1206	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HDHBLALJ_00476	CDS	666	mprA_1		COG0745	Response regulator MprA
HDHBLALJ_00477	CDS	600				Bacteriohemerythrin
HDHBLALJ_00478	CDS	366				hypothetical protein
HDHBLALJ_00479	CDS	1356	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
HDHBLALJ_00480	CDS	231				hypothetical protein
HDHBLALJ_00481	CDS	2316				hypothetical protein
HDHBLALJ_00482	CDS	3144				hypothetical protein
HDHBLALJ_00483	tRNA	75				tRNA-Asn(gtt)
HDHBLALJ_00484	CDS	1251				hypothetical protein
HDHBLALJ_00485	CDS	675	regX3_1		COG0745	Sensory transduction protein regX3
HDHBLALJ_00486	CDS	1419	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
HDHBLALJ_00487	CDS	900	cbpA		COG2214	Curved DNA-binding protein
HDHBLALJ_00488	CDS	375				hypothetical protein
HDHBLALJ_00489	CDS	1623	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
HDHBLALJ_00490	CDS	333				hypothetical protein
HDHBLALJ_00491	CDS	621	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
HDHBLALJ_00492	CDS	1995	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HDHBLALJ_00493	CDS	822				hypothetical protein
HDHBLALJ_00494	CDS	951				hypothetical protein
HDHBLALJ_00495	CDS	111				hypothetical protein
HDHBLALJ_00496	CDS	420				hypothetical protein
HDHBLALJ_00497	CDS	978				hypothetical protein
HDHBLALJ_00498	CDS	768	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
HDHBLALJ_00499	CDS	1101	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
HDHBLALJ_00500	CDS	606				hypothetical protein
HDHBLALJ_00501	CDS	312				hypothetical protein
HDHBLALJ_00502	CDS	1023	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
HDHBLALJ_00503	CDS	903	moaA_1			GTP 3',8-cyclase
HDHBLALJ_00504	CDS	1194				hypothetical protein
HDHBLALJ_00505	CDS	1815	uvrC		COG0322	UvrABC system protein C
HDHBLALJ_00506	CDS	477				hypothetical protein
HDHBLALJ_00507	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HDHBLALJ_00508	CDS	609	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HDHBLALJ_00509	CDS	558	olsG	2.1.1.344		Ornithine lipid N-methyltransferase
HDHBLALJ_00510	CDS	1461				hypothetical protein
HDHBLALJ_00511	CDS	1251	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
HDHBLALJ_00512	CDS	453				hypothetical protein
HDHBLALJ_00513	CDS	2049	lptD			LPS-assembly protein LptD
HDHBLALJ_00514	CDS	2217	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HDHBLALJ_00515	CDS	483				hypothetical protein
HDHBLALJ_00516	CDS	270				hypothetical protein
HDHBLALJ_00517	CDS	210		5.3.2.-	COG1942	putative tautomerase
HDHBLALJ_00518	CDS	657				hypothetical protein
HDHBLALJ_00519	CDS	1185	sbnD			Staphyloferrin B transporter
HDHBLALJ_00520	CDS	456	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
HDHBLALJ_00521	CDS	870				hypothetical protein
HDHBLALJ_00522	CDS	951	pal_1			Peptidoglycan-associated lipoprotein
HDHBLALJ_00523	CDS	1455				hypothetical protein
HDHBLALJ_00524	CDS	1065	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
HDHBLALJ_00525	CDS	822	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
HDHBLALJ_00526	CDS	627	nth_2	4.2.99.18	COG0177	Endonuclease III
HDHBLALJ_00527	CDS	651				hypothetical protein
HDHBLALJ_00528	CDS	633				hypothetical protein
HDHBLALJ_00529	CDS	219				hypothetical protein
HDHBLALJ_00530	CDS	705	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
HDHBLALJ_00531	CDS	837	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
HDHBLALJ_00532	CDS	750	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
HDHBLALJ_00533	CDS	1005				hypothetical protein
HDHBLALJ_00534	CDS	1941	ligA_1	6.5.1.2	COG0272	DNA ligase
HDHBLALJ_00535	CDS	1143	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
HDHBLALJ_00536	CDS	612				hypothetical protein
HDHBLALJ_00537	CDS	534				hypothetical protein
HDHBLALJ_00538	CDS	1203		2.7.2.4	COG0527	Aspartate kinase
HDHBLALJ_00539	CDS	471	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HDHBLALJ_00540	CDS	1068	hemW		COG0635	Heme chaperone HemW
HDHBLALJ_00541	CDS	405	tatB			Sec-independent protein translocase protein TatB
HDHBLALJ_00542	CDS	747	tatC		COG0805	Sec-independent protein translocase protein TatC
HDHBLALJ_00543	CDS	1026	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HDHBLALJ_00544	CDS	954	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
HDHBLALJ_00545	CDS	465	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
HDHBLALJ_00546	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
HDHBLALJ_00547	CDS	444	yqeY		COG1610	putative protein YqeY
HDHBLALJ_00548	CDS	1020	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
HDHBLALJ_00549	tRNA	75				tRNA-Gln(ttg)
HDHBLALJ_00550	tRNA	76				tRNA-Met(cat)
HDHBLALJ_00551	tRNA	76				tRNA-Phe(gaa)
HDHBLALJ_00552	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
HDHBLALJ_00553	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
HDHBLALJ_00554	CDS	672	mqnA	4.2.1.151		Chorismate dehydratase
HDHBLALJ_00555	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
HDHBLALJ_00556	CDS	1236	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
HDHBLALJ_00557	CDS	1392	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
HDHBLALJ_00558	CDS	816	surA	5.2.1.8		Chaperone SurA
HDHBLALJ_00559	CDS	1332	accC	6.3.4.14	COG0439	Biotin carboxylase
HDHBLALJ_00560	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HDHBLALJ_00561	CDS	561	dcd	3.5.4.13	COG0717	dCTP deaminase
HDHBLALJ_00562	CDS	1005	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
HDHBLALJ_00563	CDS	1131	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
HDHBLALJ_00564	CDS	1317			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
HDHBLALJ_00565	CDS	744				hypothetical protein
HDHBLALJ_00566	CDS	231				hypothetical protein
HDHBLALJ_00567	CDS	894				hypothetical protein
HDHBLALJ_00568	CDS	417				hypothetical protein
HDHBLALJ_00569	CDS	1563				hypothetical protein
HDHBLALJ_00570	CDS	1062	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
HDHBLALJ_00571	CDS	222				hypothetical protein
HDHBLALJ_00572	CDS	1215				hypothetical protein
HDHBLALJ_00573	CDS	1014				hypothetical protein
HDHBLALJ_00574	CDS	771	hisJ			putative histidine-binding protein
HDHBLALJ_00575	CDS	639		3.1.3.-	COG0560	putative phosphatase
HDHBLALJ_00576	CDS	990	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HDHBLALJ_00577	CDS	780				hypothetical protein
HDHBLALJ_00578	CDS	840				hypothetical protein
HDHBLALJ_00579	CDS	807				hypothetical protein
HDHBLALJ_00580	CDS	1326				hypothetical protein
HDHBLALJ_00581	CDS	1047				hypothetical protein
HDHBLALJ_00582	CDS	984	corA		COG0598	Magnesium transport protein CorA
HDHBLALJ_00583	CDS	543	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
HDHBLALJ_00584	CDS	186				hypothetical protein
HDHBLALJ_00585	CDS	1188	htpX	3.4.24.-		Protease HtpX
HDHBLALJ_00586	CDS	801	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HDHBLALJ_00587	CDS	474				hypothetical protein
HDHBLALJ_00588	CDS	750	flaC			Secreted flagellin C
HDHBLALJ_00589	CDS	633			COG0325	Pyridoxal phosphate homeostasis protein
HDHBLALJ_00590	CDS	3603	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HDHBLALJ_00591	CDS	330			COG1393	putative protein
HDHBLALJ_00592	CDS	1344	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
HDHBLALJ_00593	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
HDHBLALJ_00594	CDS	357	rplS			50S ribosomal protein L19
HDHBLALJ_00595	CDS	705	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HDHBLALJ_00596	CDS	540	rimM			Ribosome maturation factor RimM
HDHBLALJ_00597	CDS	243				hypothetical protein
HDHBLALJ_00598	CDS	228	rpsP		COG0228	30S ribosomal protein S16
HDHBLALJ_00599	CDS	1338	ffh		COG0541	Signal recognition particle protein
HDHBLALJ_00600	CDS	753				hypothetical protein
HDHBLALJ_00601	CDS	1158	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
HDHBLALJ_00602	CDS	717				hypothetical protein
HDHBLALJ_00603	CDS	726		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
HDHBLALJ_00604	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HDHBLALJ_00605	CDS	555				hypothetical protein
HDHBLALJ_00606	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
HDHBLALJ_00607	CDS	1257				hypothetical protein
HDHBLALJ_00608	CDS	705				hypothetical protein
HDHBLALJ_00609	CDS	1431	glnA	6.3.1.2	COG0174	Glutamine synthetase
HDHBLALJ_00610	CDS	792	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
HDHBLALJ_00611	CDS	813	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
HDHBLALJ_00612	CDS	1113	ftsZ			Cell division protein FtsZ
HDHBLALJ_00613	CDS	1383	ftsA			Cell division protein FtsA
HDHBLALJ_00614	CDS	1488	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
HDHBLALJ_00615	CDS	936	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
HDHBLALJ_00616	CDS	888				hypothetical protein
HDHBLALJ_00617	CDS	492				hypothetical protein
HDHBLALJ_00618	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
HDHBLALJ_00619	CDS	1503				hypothetical protein
HDHBLALJ_00620	CDS	699	flgH			Flagellar L-ring protein
HDHBLALJ_00621	CDS	1074	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
HDHBLALJ_00622	CDS	1839	priA	3.6.4.-	COG1198	Primosomal protein N'
HDHBLALJ_00623	CDS	447				hypothetical protein
HDHBLALJ_00624	CDS	246				hypothetical protein
HDHBLALJ_00625	CDS	231				hypothetical protein
HDHBLALJ_00626	CDS	1974	uvrB		COG0556	UvrABC system protein B
HDHBLALJ_00627	CDS	1425	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
HDHBLALJ_00628	CDS	1251	rpoN		COG1508	RNA polymerase sigma-54 factor
HDHBLALJ_00629	CDS	729	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HDHBLALJ_00630	CDS	408	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HDHBLALJ_00631	CDS	246			COG1188	putative protein
HDHBLALJ_00632	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HDHBLALJ_00633	CDS	444	rplI			50S ribosomal protein L9
HDHBLALJ_00634	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
HDHBLALJ_00635	CDS	1320	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
HDHBLALJ_00636	CDS	876	era		COG1159	GTPase Era
HDHBLALJ_00637	CDS	1077				hypothetical protein
HDHBLALJ_00638	CDS	558				hypothetical protein
HDHBLALJ_00639	CDS	1788				hypothetical protein
HDHBLALJ_00640	CDS	1836	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HDHBLALJ_00641	CDS	495				hypothetical protein
HDHBLALJ_00642	CDS	591	engB		COG0218	putative GTP-binding protein EngB
HDHBLALJ_00643	CDS	459	lptA			Lipopolysaccharide export system protein LptA
HDHBLALJ_00644	CDS	513				hypothetical protein
HDHBLALJ_00645	CDS	489		3.1.3.103	COG1778	2-keto-3-deoxy-D-glycero-D-galacto-9-phosphonononic acid phosphatase
HDHBLALJ_00646	CDS	840	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HDHBLALJ_00647	CDS	1134				hypothetical protein
HDHBLALJ_00648	CDS	813	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
HDHBLALJ_00649	CDS	1245	pleD			Response regulator PleD
HDHBLALJ_00650	CDS	1524	recN		COG0497	DNA repair protein RecN
HDHBLALJ_00651	CDS	861	nadK	2.7.1.23	COG0061	NAD kinase
HDHBLALJ_00652	CDS	1752	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
HDHBLALJ_00653	CDS	576	adk	2.7.4.3	COG0563	Adenylate kinase
HDHBLALJ_00654	CDS	519	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
HDHBLALJ_00655	CDS	501	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HDHBLALJ_00656	CDS	876	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
HDHBLALJ_00657	CDS	381	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
HDHBLALJ_00658	CDS	771				hypothetical protein
HDHBLALJ_00659	CDS	1032				hypothetical protein
HDHBLALJ_00660	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
HDHBLALJ_00661	CDS	1935	rnr	3.1.13.1	COG0557	Ribonuclease R
HDHBLALJ_00662	CDS	966			COG1466	Protein
HDHBLALJ_00663	CDS	345	hypA		COG0375	Hydrogenase/urease maturation factor HypA
HDHBLALJ_00664	CDS	975	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
HDHBLALJ_00665	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
HDHBLALJ_00666	CDS	282				hypothetical protein
HDHBLALJ_00667	CDS	744	hypB			Hydrogenase maturation factor HypB
HDHBLALJ_00668	CDS	2187	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HDHBLALJ_00669	CDS	1521				hypothetical protein
HDHBLALJ_00670	CDS	648				hypothetical protein
HDHBLALJ_00671	CDS	1317	yeeO		COG0534	putative FMN/FAD exporter YeeO
HDHBLALJ_00672	CDS	1227				hypothetical protein
HDHBLALJ_00673	CDS	741	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
HDHBLALJ_00674	CDS	1089				hypothetical protein
HDHBLALJ_00675	CDS	915	pstC1		COG0573	Phosphate transport system permease protein PstC 1
HDHBLALJ_00676	CDS	996	sphX		COG0226	Protein SphX
HDHBLALJ_00677	CDS	501	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
HDHBLALJ_00678	CDS	1377				hypothetical protein
HDHBLALJ_00679	CDS	981				hypothetical protein
HDHBLALJ_00680	CDS	1170				hypothetical protein
HDHBLALJ_00681	CDS	1365	tdeA		COG1538	Toxin and drug export protein A
HDHBLALJ_00682	CDS	1926	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HDHBLALJ_00683	CDS	1173	macA		COG0845	Macrolide export protein MacA
HDHBLALJ_00684	CDS	1191	hipO	3.5.1.32	COG1473	Hippurate hydrolase
HDHBLALJ_00685	CDS	882				hypothetical protein
HDHBLALJ_00686	CDS	1701	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
HDHBLALJ_00687	CDS	669	yiiM		COG2258	Protein YiiM
HDHBLALJ_00688	CDS	1344				hypothetical protein
HDHBLALJ_00689	CDS	1299	porA			Major outer membrane protein
HDHBLALJ_00690	CDS	1125	dnaJ		COG0484	Chaperone protein DnaJ
HDHBLALJ_00691	CDS	672	regX3_2		COG0745	Sensory transduction protein regX3
HDHBLALJ_00692	CDS	1251	czcS	2.7.13.3		Sensor protein CzcS
HDHBLALJ_00693	CDS	576	recR		COG0353	Recombination protein RecR
HDHBLALJ_00694	CDS	501				hypothetical protein
