id,Virulence_Gene,Locus_Tag,Note,Product,DB_Xref,Location
388,tviE,STY_RS22245,Derived by automated computational analysis using gene prediction method: Protein Homology.,Vi polysaccharide biosynthesis glycosyltransferase TviE,WP_000632616.1,genome
387,tviD,STY_RS22255,Derived by automated computational analysis using gene prediction method: Protein Homology.,Vi polysaccharide biosynthesis protein TviD,WP_010989299.1,genome
386,tviC,STY_RS22260,Derived by automated computational analysis using gene prediction method: Protein Homology.,Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC,WP_000127915.1,genome
385,tviB,STY_RS22265,Derived by automated computational analysis using gene prediction method: Protein Homology.,Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB,WP_000466893.1,genome
384,tviA,STY_RS22270,Derived by automated computational analysis using gene prediction method: Protein Homology.,Vi polysaccharide biosynthesis regulator TviA,WP_001210944.1,genome
383,trxC,STM2649,"similar to E. coli putative thioredoxin-like protein (AAC75635.1); Blastp hit to AAC75635.1 (139 aa), 94% identity in aa 1 - 139",thioredoxin TrxC,NP_461584.1,genome
382,trxA,STM3915,redox factor; thioredoxin 1 (TRX1) (TRX). (SW:THIO_ECOLI),thioredoxin,NP_462806.1,genome
381,trpB,STM1726,tryptophan synthase beta chain. (SW:TRPB_SALTY),tryptophan synthase subunit beta,NP_460685.1,genome
380,trkA,STM3409,TRK system potassium uptake protein TRKA. (SW:TRKA_SALTY),Trk system potassium transport protein TrkA,NP_462313.1,genome
379,traT,PSLT103,,conjugative transfer: surface exclusion,NP_490587.1,genome
378,torD,STM3821,"similar to E. coli part of trimethylamine-N-oxide oxidoreductase (AAC74083.1); Blastp hit to AAC74083.1 (199 aa), 63% identity in aa 4 - 195",molecular chaperone TorD,NP_462721.1,genome
377,tolA,STM0747,"similar to E. coli membrane spanning protein, required for outer membrane integrity (AAC73833.1); Blastp hit to AAC73833.1 (421 aa), 70% identity in aa 1 - 420",cell envelope integrity protein TolA,NP_459732.1,genome
376,tktA,STM3076,"similar to E. coli transketolase 1 isozyme (AAC75972.1); Blastp hit to AAC75972.1 (663 aa), 95% identity in aa 1 - 663",transketolase,NP_461992.1,genome
375,tdcE,STM3241,"similar to E. coli probable formate acetyltransferase 3 (AAC76149.1); Blastp hit to AAC76149.1 (746 aa), 93% identity in aa 1 - 741",formate C-acetyltransferase,NP_462155.1,genome
374,tdcA,STM3245,"LysR family; similar to E. coli transcriptional activator of tdc operon (AAC76153.1); Blastp hit to AAC76153.1 (312 aa), 89% identity in aa 1 - 311",transcriptional regulator TdcA,NP_462159.1,genome
373,tcfD,STY_RS01595,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein TcfD,WP_000066477.1,genome
372,tcfC,STY_RS01590,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial outer membrane usher protein TcfC,WP_000092510.1,genome
371,tcfB,STY_RS01585,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein TcfB,WP_000287810.1,genome
370,tcfA,STY_RS01580,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein TcfA,WP_001009503.1,genome
369,surA,STM0092,"survival protein; similar to E. coli survival protein (AAC73164.1); Blastp hit to AAC73164.1 (428 aa), 91% identity in aa 1 - 428",peptidylprolyl isomerase SurA,NP_459097.1,genome
368,sugR,STM3753,putative cytoplasmic protein; Pathogenicity island encoded protein: SPI3; putative ATP binding protein SugR (gi|4324607),ATP-binding protein,NP_462652.1,genome
367,STM4575,STM4575,"similar to E. coli putative transcriptional regulator (AAC76251.1); Blastp hit to AAC76251.1 (238 aa), 31% identity in aa 5 - 238",hypothetical protein,NP_463431.1,genome
366,STM4574,STM4574,"similar to E. coli putative transcriptional regulator (AAC76251.1); Blastp hit to AAC76251.1 (238 aa), 32% identity in aa 1 - 238",hypothetical protein,NP_463430.1,genome
365,stjC,STM4573,"similar to E. coli putative chaperone (AAC76247.1); Blastp hit to AAC76247.1 (224 aa), 49% identity in aa 1 - 223",fimbrial chaperone protein,NP_463429.1,genome
364,stjB,STM4572,"similar to E. coli putative outer membrane protein (AAC76248.1); Blastp hit to AAC76248.1 (793 aa), 40% identity in aa 29 - 793",fimbrial assembly protein,NP_463428.1,genome
363,STM4571,STM4571,,hypothetical protein,NP_463427.1,genome
362,stkG,SPA_RS00905,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein StkG,WP_000765500.1,genome
361,stkF,SPA_RS00910,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_001186617.1,genome
360,stkE,SPA_RS00915,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000673423.1,genome
359,stkD,SPA_RS00920,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_001267118.1,genome
358,stkC,SPA_RS00925,Derived by automated computational analysis using gene prediction method: Protein Homology.,outer membrane usher protein,WP_000898830.1,genome
357,stkB,SPA_RS00930,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial chaperone,WP_000248433.1,genome
356,stkA,SPA_RS00935,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000466117.1,genome
355,stiH,STM0174,lpfd protein precursor (SW:LPFD_SALTY),fimbrial protein StiH,NP_459179.1,genome
354,stiC,STM0175,"similar to E. coli putative outer membrane protein (AAC76178.1); Blastp hit to AAC76178.1 (838 aa), 39% identity in aa 20 - 558, 34% identity in aa 493 - 837",fimbrial assembly protein,NP_459180.1,genome
353,stiB,STM0176,"similar to E. coli periplasmic chaperone, required for type 1 fimbriae (AAC77272.1); Blastp hit to AAC77272.1 (241 aa), 39% identity in aa 20 - 235",long polar fimbrial chaperone LpfB,NP_459181.1,genome
352,stiA,STM0177,"similar to E. coli major type 1 subunit fimbrin (pilin) (AAC77270.1); Blastp hit to AAC77270.1 (182 aa), 37% identity in aa 1 - 181",fimbrial protein StiA,NP_459182.1,genome
351,sthE,STM4591,,major fimbrial protein SthE,NP_463447.1,genome
350,sthD,STM4592,"similar to E. coli fimbrial morphology (AAC77275.1); Blastp hit to AAC77275.1 (167 aa), 31% identity in aa 18 - 166",fimbrial protein SthD,NP_463448.1,genome
349,sthB,STM4593,"similar to E. coli putative outer membrane protein, export function (AAC73634.1); Blastp hit to AAC73634.1 (867 aa), 38% identity in aa 35 - 862",putative fimbrial usher protein,NP_463449.1,genome
348,sthA,STM4594,"similar to E. coli periplasmic chaperone, required for type 1 fimbriae (AAC77272.1); Blastp hit to AAC77272.1 (241 aa), 33% identity in aa 26 - 234",fimbrial assembly chaperone SthB,NP_463450.1,genome
347,STM4595,STM4595,"similar to E. coli fimbrial morphology (AAC77274.1); Blastp hit to AAC77274.1 (176 aa), 29% identity in aa 1 - 176",fimbrial protein SthA,NP_463451.1,genome
346,stgD,STY_RS18760,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein StgD,WP_001241930.1,genome
345,STY_RS18755,STY_RS18755,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial biogenesis outer membrane usher protein,WP_001247056.1,genome
344,stgB,STY3919,,fimbrial chaperone protein,NP_458084.1,genome
343,stgA,STY_RS18740,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000773772.1,genome
342,stfG,STM0200,putative adhesin; minor fimbrial subunit StfG (gi|3747034),fimbrial protein,NP_459205.1,genome
341,stfF,STM0199,minor fimbrial subunit StfF (gi|3747033),fimbrial protein,NP_459204.1,genome
340,stfE,STM0198,minor fimbrial subunit StfE (gi|3747032),fimbrial protein,NP_459203.1,genome
339,stfD,STM0197,periplasmic fimbrial chaperone StfD (gi|3747031),fimbrial protein,NP_459202.1,genome
338,stfC,STM0196,outer membrane usher protein StfC (gi|3747030),outer membrane usher protein,NP_459201.1,genome
337,stfA,STM0195,major fimbrial subunit StfA (gi|3747029),fimbrial protein,NP_459200.1,genome
336,steF,SPA_RS14310,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_001079653.1,genome
335,steE,SPA_RS14305,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000832400.1,genome
334,steD,SPA_RS14300,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000178263.1,genome
333,steC,SPA_RS14295,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbria/pilus periplasmic chaperone,WP_001044464.1,genome
332,steB,SPA_RS14290,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial biogenesis outer membrane usher protein,WP_000981791.1,genome
331,steA,SPA_RS14285,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000842512.1,genome
330,stdC,STM3027,"similar to E. coli putative chaperone (AAC73811.1); Blastp hit to AAC73811.1 (242 aa), 40% identity in aa 20 - 230",fimbrial chaperone protein StdC,NP_461944.1,genome
329,stdB,STM3028,"similar to E. coli putative membrane protein (AAC76082.1); Blastp hit to AAC76082.1 (821 aa), 42% identity in aa 20 - 817",fimbrial protein,NP_461945.1,genome
328,stdA,STM3029,"similar to E. coli putative fimbrial-like protein (AAC73813.1); Blastp hit to AAC73813.1 (188 aa), 32% identity in aa 8 - 187",putative fimbrial-like protein,NP_461946.3,genome
327,stcD,STM2149,"similar to E. coli putative type-1 fimbrial protein (AAC75169.1); Blastp hit to AAC75169.1 (344 aa), 50% identity in aa 3 - 344",adhesin,NP_461093.1,genome
326,stcC,STM2150,"similar to E. coli putative outer membrane protein (AAC75170.1); Blastp hit to AAC75170.1 (826 aa), 74% identity in aa 1 - 826",fimbrial assembly protein,NP_461094.1,genome
325,stcB,STM2151,"similar to E. coli putative chaperone (AAC75171.1); Blastp hit to AAC75171.1 (239 aa), 64% identity in aa 16 - 239",putative periplasmic chaperone protein,NP_461095.1,genome
324,stcA,STM2152,"similar to E. coli putative fimbrial-like protein (AAC75172.1); Blastp hit to AAC75172.1 (180 aa), 33% identity in aa 1 - 180",fimbrial chaperone protein,NP_461096.1,genome
323,stbE,STM0336,"similar to E. coli periplasmic chaperone, required for type 1 fimbriae (AAC77272.1); Blastp hit to AAC77272.1 (241 aa), 30% identity in aa 32 - 241",fimbrial assembly protein,NP_459331.1,genome
322,stbD,STM0337,,fimbrial protein,NP_459332.1,genome
321,stbC,STM0338,"similar to E. coli outer membrane protein; export and assembly of type 1 fimbriae, interrupted (AAC77273.1); Blastp hit to AAC77273.1 (878 aa), 30% identity in aa 30 - 870",fimbrial assembly protein,NP_459333.1,genome
320,stbB,STM0339,"similar to E. coli probable pilin chaperone similar to PapD (AAC73251.1); Blastp hit to AAC73251.1 (246 aa), 40% identity in aa 1 - 240",fimbrial chaperone protein StbB,NP_459334.1,genome
319,stbA,STM0340,"similar to E. coli major type 1 subunit fimbrin (pilin) (AAC77270.1); Blastp hit to AAC77270.1 (182 aa), 28% identity in aa 1 - 182",fimbrial protein,NP_459335.1,genome
318,staG,STY_RS00925,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000924983.1,genome
317,staF,STY0202,,fimbrial protein,NP_454793.1,genome
316,staE,STY_RS00935,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein StaE,WP_000744142.1,genome
315,staD,STY_RS00940,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000827925.1,genome
314,staC,STY_RS00945,Derived by automated computational analysis using gene prediction method: Protein Homology.,outer membrane usher protein,WP_001125010.1,genome
313,staB,STY_RS00950,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial chaperone,WP_000967611.1,genome
312,staA,STY_RS00955,Derived by automated computational analysis using gene prediction method: Protein Homology.,fimbrial protein,WP_000709193.1,genome
311,ssrB,STM1391,homologous with degU/uvrY/bvgA; SsrB (gi|2765824),DNA-binding response regulator,NP_460356.1,genome
310,ssrA,STM1392,SpiR (gi|1498305),hybrid sensor histidine kinase/response regulator,NP_460357.1,genome
309,sspH2,STM2241,induced by the SPI-2 regulator ssrA/B,E3 ubiquitin--protein ligase,NP_461184.1,genome
308,sspA,STM3342,"regulator of transcription; similar to E. coli regulator of transcription; stringent starvation protein A (AAC76261.1); Blastp hit to AAC76261.1 (212 aa), 98% identity in aa 1 - 211",stringent starvation protein A,NP_462252.1,genome
307,STM2287,STM2287,"similar to E. coli putative sulfatase / phosphatase (AAC75329.1); Blastp hit to AAC75329.1 (403 aa), 30% identity in aa 27 - 294, 29% identity in aa 297 - 363",putative cytoplasmic protein,NP_461229.3,genome
306,sseK2,STM2137,type III secretion system protein; Provisional,putative cytoplasmic protein,NP_461081.1,genome
305,sseK1,STM4157,type III secretion system protein; Provisional,putative cytoplasmic protein,NP_463026.1,genome
304,sseJ,STM1631,regulated by SPI-2; secreted effector J SseJ (gi|9931614),pathogenicity island 2 effector protein SseJ,NP_460590.1,genome
303,sseI,STM1051,secreted effector I (gi|8927434),Gifsy-2 prophage putative type III secreted protein,NP_460026.1,genome
302,sseG,STM1405,SseG (gi|3377858),pathogenicity island 2 effector protein SseG,NP_460370.1,genome
301,sseF,STM1404,SseF (gi|3377868),pathogenicity island 2 effector protein SseF,NP_460369.1,genome
300,sseE,STM1402,SseE (gi|3377866),pathogenicity island 2 effector protein SseE,NP_460367.1,genome
299,sseD,STM1401,SseD (gi|3776122),pathogenicity island 2 effector protein SseD,NP_460366.1,genome
298,sseC,STM1400,SseC (gi|3377864),pathogenicity island 2 effector protein SseC,NP_460365.1,genome
297,sseB,STM1398,putative secreted protein (gi|3377862),pathogenicity island 2 effector protein SseB,NP_460363.1,genome
296,sseA,STM1397,SseA (gi|3377861),type III secretion system chaperone SseA,NP_460362.1,genome
295,sscB,STM1403,SscB (gi|3377867),CesD/SycD/LcrH family type III secretion system chaperone,NP_460368.1,genome
294,sscA,STM1399,putative secretion chaperone (gi|3377863),CesD/SycD/LcrH family type III secretion system chaperone,NP_460364.1,genome
293,ssaV,STM1414,homology with the LcrD family of proteins; secretion system apparatus protein SSAV. (SW:SSAV_SALTY),EscV/YscV/HrcV family type III secretion system export apparatus protein,NP_460379.1,genome
292,ssaU,STM1422,homology with YscU of the secretion system of Yersinia; secretion system apparatus protein SSAU. (SW:SSAU_SALTY),EscU/YscU/HrcU family type III secretion system export apparatus switch protein,NP_460387.1,genome
291,ssaT,STM1421,homology with YscT of the secretion system of Yersinia; secretion system apparatus protein SSAT. (SW:SSAT_SALTY),EscT/YscT/HrcT family type III secretion system export apparatus protein,NP_460386.1,genome
290,ssaS,STM1420,homology with YscS of the secretion system of Yersinia; secretion system apparatus protein SSAS. (SW:SSAS_SALTY),EscS/YscS/HrcS family type III secretion system export apparatus protein,NP_460385.1,genome
289,ssaR,STM1419,homology with YscR of the secretion system of Yersinia; virulence protein yscr (SW:YSCR_SALTY),EscR/YscR/HrcR family type III secretion system export apparatus protein,NP_460384.1,genome
288,ssaQ,STM1418,secretion system apparatus protein SSAQ. (SW:SSAQ_SALTY),type III secretion system protein SsaQ,NP_460383.1,genome
287,ssaP,STM1417,secretion system apparatus protein SSAP. (SW:SSAP_SALTY),type III secretion system protein SsaP,NP_460382.1,genome
286,ssaO,STM1416,secretion system apparatus protein SSAO. (SW:SSAO_SALTY),type III secretion system protein SsaO,NP_460381.1,genome
285,ssaN,STM1415,homology with the YscN family of proteins; probable secretion system apparatus ATP synthase SSAN. (SW:SSAN_SALTY),EscN/YscN/HrcN family type III secretion system ATPase,NP_460380.1,genome
284,ssaM,STM1413,secretion system apparatus protein SSAM. (SW:SSAM_SALTY),type III secretion system protein SsaM,NP_460378.1,genome
283,ssaL,STM1412,secretion system apparatus protein SSAL. (SW:SSAL_SALTY),secretion system apparatus protein,NP_460377.1,genome
282,ssaK,STM1411,secretion system apparatus protein SSAK. (SW:SSAK_SALTY),type III secretion system protein SsaK,NP_460376.1,genome
281,ssaJ,STM1409,homology with the yscJ/mxiJ/prgK family of lipoproteins; secretion system apparatus lipoprotein SSAJ precursor. (SW:SSAJ_SALTY),EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,NP_460374.1,genome
280,ssaI,STM1408,SsaI (gi|3776129),EscI/YscI/HrpB family type III secretion system inner rod protein,NP_460373.1,genome
279,ssaH,STM1407,SsaH (gi|3776128),secretion system apparatus,NP_460372.1,genome
278,ssaG,STM1406,SsaH (gi|2460267),secretion system apparatus,NP_460371.1,genome
277,ssaE,STM1396,putative secretory apparatus component (gi|3377860),EscE/YscE/SsaE family type III secretion system needle protein co-chaperone,NP_460361.1,genome
276,ssaD,STM1395,SpiB (gi|1498308),EscD/YscD/HrpQ family type III secretion system inner membrane ring protein,NP_460360.1,genome
275,ssaC,STM1394,SpiA (gi|1498307),EscC/YscC/HrcC family type III secretion system outer membrane ring protein,NP_460359.1,genome
274,ssaB,STM1393,SpiC (gi|1498306),pathogenicity island chaperone protein SpiC,NP_460358.1,genome
273,spvR,PSLT041,,"Salmonella plasmid virulence: regulation of spv operon, lysR family",NP_490531.1,genome
272,spvD,PSLT037,,Salmonella plasmid virulence: hydrophilic protein,NP_490527.1,genome
271,spvC,PSLT038,,Salmonella plasmid virulence: hydrophilic protein,NP_490528.1,genome
270,spvB,PSLT039,,Salmonella plasmid virulence: hydrophilic protein,NP_490529.1,genome
269,spvA,PSLT040,,Salmonella plasmid virulence: outer membrane protein,NP_490530.1,genome
268,sptP,STM2878,protein tyrosine phosphatase SptP (gi|1519054),pathogenicity island 1 effector protein StpP,NP_461799.1,genome
267,sprB,STM2866,transcriptional regulator SprB (gi|5007028),transcriptional regulator,NP_461787.1,genome
266,sirC,STY_RS14190,Derived by automated computational analysis using gene prediction method: Protein Homology.,transcriptional regulator SirC,WP_000243995.1,genome
265,spoT,STM3742,"bifunctional; similar to E. coli (p)ppGpp synthetase II; also guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase (AAC76674.1); Blastp hit to AAC76674.1 (702 aa), 98% identity in aa 1 - 702","bifunctional GTP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",NP_462642.1,genome
264,spiC,STY_RS08155,Derived by automated computational analysis using gene prediction method: Protein Homology.,SPI-2 type III secretion system protein SpiC,WP_001738217.1,genome
263,speA,STM3086,"similar to E. coli biosynthetic arginine decarboxylase (AAC75975.1); Blastp hit to AAC75975.1 (658 aa), 97% identity in aa 1 - 658",arginine decarboxylase,NP_462002.1,genome
262,spaS,STM2887,secretory proteins; surface presentation of antigens protein SPAS. (SW:SPAS_SALTY),EscU/YscU/HrcU family type III secretion system export apparatus switch protein,NP_461808.1,genome
261,spaR,STM2888,secretory proteins; surface presentation of antigens protein SPAR. (SW:SPAR_SALTY),EscT/YscT/HrcT family type III secretion system export apparatus protein,NP_461809.1,genome
260,spaQ,STM2889,secretory proteins; surface presentation of antigens protein SPAQ. (SW:SPAQ_SALTY),EscS/YscS/HrcS family type III secretion system export apparatus protein,NP_461810.1,genome
259,spaP,STM2890,secretory proteins; surface presentation of antigens protein SPAP. (SW:SPAP_SALTY),EscR/YscR/HrcR family type III secretion system export apparatus protein,NP_461811.1,genome
258,spaO,STM2891,secretory proteins; surface presentation of antigens protein SPAO. (SW:SPAO_SALTY),type III secretion system protein SpaO,NP_461812.1,genome
257,spaN,STY_RS14315,Derived by automated computational analysis using gene prediction method: Protein Homology.,SPI-1 type III secretion system protein SpaN,WP_000503113.1,genome
256,spaM,STY_RS14320,Derived by automated computational analysis using gene prediction method: Protein Homology.,SPI-1 type III secretion system protein SpaM,WP_000555884.1,genome
255,spaK,STY_RS14330,Derived by automated computational analysis using gene prediction method: Protein Homology.,SPI-1 type III secretion system chaperone SpaK,WP_001164066.1,genome
254,soxS,STM4265,AraC/XylS family; regulatory protein SOXS. (SW:SOXS_SALTY),AraC family transcriptional regulator,NP_463130.1,genome
253,sopE2,STM1855,SopE2 (gi|9651642),type III secretion protein SopE2,NP_460811.1,genome
252,sopE,STY_RS22015,Derived by automated computational analysis using gene prediction method: Protein Homology.,SPI-1 type III secretion system guanine nucleotide exchange factor SopE,WP_000161708.1,genome
251,sopD2,SEHA_RS05630,Derived by automated computational analysis using gene prediction method: Protein Homology.,type III secretion system effector SopD2,WP_001145570.1,genome
250,sopD,STM2945,hypothetical 36.1 Kda protein in cysH 3'region (ORF4). (SW:YGCC_SALTY),secreted protein in the Sop family; transferred to eukaryotic cells,NP_461866.1,genome
249,sopB,STM1091,invasion gene D protein (gi|2582385),inositol phosphatase,NP_460064.1,genome
248,sopA,STM2066,"similar to secreted effector protein of Salmonella dublin; similar to E. coli orf, hypothetical protein (AAC77008.1); Blastp hit to AAC77008.1 (442 aa), 24% identity in aa 194 - 432, 20% identity in aa 59 - 151, 23% identity in aa 34 - 71, 32% identity in aa 19 - 50",E3 ubiquitin--protein ligase,NP_461011.1,genome
247,solA,STM1160,"similar to E. coli sarcosine oxidase-like protein (AAC74143.1); Blastp hit to AAC74143.1 (372 aa), 84% identity in aa 1 - 371",N-methyltryptophan oxidase,NP_460131.1,genome
246,sodC,STM1044,superoxide dismutase [Cu-Zn] precursor. (SW:SODC_SALTY),Gifsy-2 prophage superoxide dismutase precursor (Cu-Zn),NP_460019.1,genome
245,sodB,STM1431,"similar to E. coli superoxide dismutase, iron (AAC74728.1); Blastp hit to AAC74728.1 (193 aa), 94% identity in aa 1 - 193",superoxide dismutase,NP_460394.1,genome
244,smpB,SARI_RS01095,Derived by automated computational analysis using gene prediction method: Protein Homology.,SsrA-binding protein SmpB,WP_024131783.1,genome
243,slyD,STM3455,"similar to E. coli FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (AAC76374.1); Blastp hit to AAC76374.1 (196 aa), 97% identity in aa 1 - 196",peptidylprolyl isomerase,NP_462359.1,genome
242,slyA,STM1444,transcriptional regulator SLYA (salmolysin) (cytolysin SLYA). (SW:SLYA_SALTY),MarR family transcriptional regulator for hemolysin,NP_460407.3,genome
241,slrP,STM0800,leucine-rich repeat protein SlrP (gi|5107020),E3 ubiquitin--protein ligase,NP_459778.1,genome
240,sitA,STM2861,SitA (gi|5231094),iron ABC transporter substrate-binding protein,NP_461782.1,genome
239,sipD,STM2883,sspD protein (gi|7443300),cell invasion protein SipD,NP_461804.1,genome
238,sipC,STM2884,sspC protein (gi|7443298),pathogenicity island 1 effector protein SipC,NP_461805.1,genome
237,sipB,STM2885,SipB (gi|975295),pathogenicity island 1 effector protein SipB,NP_461806.1,genome
236,sipA,STM2882,SipA (gi|1172128),pathogenicity island 1 effector protein SipA,NP_461803.1,genome
235,sinH,STM2517,similar to Escherichia coli intimin and Yersinia pestis invasin proteins; (gi|4583531),intimin-like inverse autotransporter protein SinH,NP_461452.1,genome
234,sigE,STY_RS05205,Derived by automated computational analysis using gene prediction method: Protein Homology.,type III secretion system chaperone SigE,WP_000444726.1,genome
233,sifB,STM1602,secreted effector SifB (gi|8927437),effector protein SifB,NP_460561.1,genome
232,sifA,STM1224,replication in macrophages; SIFA protein (SW:SIFA_SALTY),effector protein SifA,NP_460194.1,genome
231,sicP,STM2879,SicP (gi|3283218),chaperone protein SicP,NP_461800.1,genome
230,sicA,STM2886,secretory proteins; surface presentation of antigens protein SPAT. (SW:SPAT_SALTY),CesD/SycD/LcrH family type III secretion system chaperone,NP_461807.1,genome
229,shdA,STM2513,IcsA; subspecies I specific; Peyer's patch colonization and shedding factor; ShdA (gi|5107805),C-terminal region of AIDA-like protein,NP_461448.1,genome
228,serA,STM3062,"similar to E. coli D-3-phosphoglycerate dehydrogenase (AAC75950.1); Blastp hit to AAC75950.1 (410 aa), 96% identity in aa 1 - 410",D-3-phosphoglycerate dehydrogenase,NP_461978.1,genome
227,sefD,STY_RS23170,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,SEF18 fimbria major subunit SefD,CDS protein_id not found,genome
226,sefC,SPA_RS21815,Derived by automated computational analysis using gene prediction method: Protein Homology.,SEF14/SEF18 fimbria usher protein SefC,WP_000753923.1,genome
225,sefB,SPA_RS21810,Derived by automated computational analysis using gene prediction method: Protein Homology.,SEF14/SEF18 fimbria chaperone SefB,WP_001772663.1,genome
224,sefA,SPA_RS21805,Derived by automated computational analysis using gene prediction method: Protein Homology.,SEF14 fimbria major subunit SefA,WP_011233254.1,genome
223,sbmA,STM0376,"similar to E. coli sensitivity to microcin B17, possibly envelop protein (AAC73480.1); Blastp hit to AAC73480.1 (406 aa), 92% identity in aa 1 - 406",peptide transporter,NP_459371.1,genome
222,sbcD,STM0396,"similar to E. coli ATP-dependent dsDNA exonuclease (AAC73501.1); Blastp hit to AAC73501.1 (400 aa), 84% identity in aa 1 - 400",exonuclease subunit SbcD,NP_459391.1,genome
221,safD,STM0302,,pilin structural protein SafD,NP_459300.1,genome
220,safC,STM0301,"similar to E. coli putative outer membrane protein, export function (AAC73634.1); Blastp hit to AAC73634.1 (867 aa), 34% identity in aa 35 - 862",pilin outer membrane usher protein SafC,NP_459299.1,genome
219,safB,STM0300,"similar to E. coli putative chaperone (AAC76177.1); Blastp hit to AAC76177.1 (231 aa), 35% identity in aa 26 - 223",putative fimbriae assembly chaparone,NP_459298.1,genome
218,safA,STM0299,,putative outer membrane protein,NP_459297.1,genome
217,ruvB,STM1894,"similar to E. coli Holliday junction helicase subunit A; branch migration; repair (AAC74930.1); Blastp hit to AAC74930.1 (336 aa), 96% identity in aa 1 - 336",Holliday junction DNA helicase RuvB,NP_460851.1,genome
216,rpoS,STM2924,major sigmafactor during stationary phase; RNA polymerase sigma factor RPOS (sigma-38). (SW:RPOS_SALTY),RNA polymerase sigma factor RpoS,NP_461845.1,genome
215,rpoB,SARI_RS16395,Derived by automated computational analysis using gene prediction method: Protein Homology.,DNA-directed RNA polymerase subunit beta,WP_000263105.1,genome
214,rhuM,STM3755,Pathogenicity island encoded protein: SPI3; RhuM (gi|4324608),hypothetical protein,NP_462654.1,genome
213,rnr,STY_RS22585,Derived by automated computational analysis using gene prediction method: Protein Homology.,ribonuclease R,WP_000076357.1,genome
212,rffA,STY_RS17255,Derived by automated computational analysis using gene prediction method: Protein Homology.,"dTDP-4-amino-4,6-dideoxygalactose transaminase",WP_000612080.1,genome
211,rfe,STM3918,"similar to E. coli UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase; synthesis of enterobacterial common antigen (ECA) (AAC76789.1); Blastp hit to AAC76789.1 (367 aa), 87% identity in aa 1 - 367",undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,NP_462808.1,genome
210,rfc,STM1332,O-antigen polymerase (SW:RFC_SALTY),polymerase,NP_460298.1,genome
209,rfbP,STM2082,bifunctional enzyme; LPS side chain defect; undecaprenyl-phosphate galactosephosphotransferase. (SW:RFBP_SALTY),UDP-phosphate galactose phosphotransferase,NP_461027.1,genome
208,rfbN,STM2085,LPS side chain defect: putative rhamnosyltransferase RFBN. (SW:RFBN_SALTY),rhamnosyltransferase,NP_461030.1,genome
207,rfbM2,STY_RS10790,Derived by automated computational analysis using gene prediction method: Protein Homology.,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,WP_000009019.1,genome
206,rfbM,STM2084,LPS side chain defect: mannose-1-phosphate guanylyltransferase GDP). (SW:RFBM_SALTY),mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,NP_461029.1,genome
205,rfbK,STM2083,LPS side chain defect: phosphomannomutase. (SW:RFBK_SALTY),phosphomannomutase,NP_461028.1,genome
204,rfbI,STM2093,LPS side chain defect; RFBI protein. (SW:RFBI_SALTY),"CDP-6-deoxy-delta-3,4-glucoseen reductase",NP_461038.1,genome
203,rfbH,STM2090,LPS side chain defect; lipopolysaccharide biosynthesis protein RFBH. (SW:RFBH_SALTY),lipopolysaccharide biosynthesis protein RfbH,NP_461035.1,genome
