locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBHBHFCO_00348	CDS	1104	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
OBHBHFCO_00349	CDS	441				hypothetical protein
OBHBHFCO_00350	CDS	285				hypothetical protein
OBHBHFCO_00351	CDS	1002				hypothetical protein
OBHBHFCO_00352	CDS	1266	yihN			Inner membrane protein YihN
OBHBHFCO_00353	CDS	378	rpsF		COG0360	30S ribosomal protein S6
OBHBHFCO_00354	CDS	549	ssb_1		COG0629	Single-stranded DNA-binding protein
OBHBHFCO_00355	CDS	261	rpsR		COG0238	30S ribosomal protein S18
OBHBHFCO_00356	CDS	2376	lon	3.4.21.53	COG0466	Lon protease
OBHBHFCO_00357	CDS	648	bamD			Outer membrane protein assembly factor BamD
OBHBHFCO_00358	CDS	390	fliW		COG1699	Flagellar assembly factor FliW
OBHBHFCO_00359	CDS	738	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
OBHBHFCO_00360	CDS	306				hypothetical protein
OBHBHFCO_00361	CDS	669				hypothetical protein
OBHBHFCO_00362	CDS	453				hypothetical protein
OBHBHFCO_00363	CDS	630				hypothetical protein
OBHBHFCO_00364	CDS	633	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
OBHBHFCO_00365	CDS	813	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OBHBHFCO_00366	CDS	684	nth_1	4.2.99.18		Endonuclease III
OBHBHFCO_00367	CDS	765				hypothetical protein
OBHBHFCO_00368	CDS	2937	mfd	3.6.4.-		Transcription-repair-coupling factor
OBHBHFCO_00369	CDS	288				hypothetical protein
OBHBHFCO_00370	CDS	903				hypothetical protein
OBHBHFCO_00371	CDS	1188				hypothetical protein
OBHBHFCO_00372	CDS	1404				hypothetical protein
OBHBHFCO_00373	CDS	513				hypothetical protein
OBHBHFCO_00374	CDS	2433	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OBHBHFCO_00375	CDS	972	secF		COG0341	Protein translocase subunit SecF
OBHBHFCO_00376	CDS	1581	secD		COG0342	Protein translocase subunit SecD
OBHBHFCO_00377	CDS	273	yajC		COG1862	Sec translocon accessory complex subunit YajC
OBHBHFCO_00378	CDS	1215	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
OBHBHFCO_00379	CDS	405		1.1.1.390		Sulfoquinovose 1-dehydrogenase
OBHBHFCO_00380	CDS	219				hypothetical protein
OBHBHFCO_00381	CDS	1149				hypothetical protein
OBHBHFCO_00382	CDS	1200	metK	2.5.1.6		S-adenosylmethionine synthase
OBHBHFCO_00383	CDS	1224	sstT		COG3633	Serine/threonine transporter SstT
OBHBHFCO_00384	CDS	882	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
OBHBHFCO_00385	CDS	1716	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
OBHBHFCO_00386	CDS	438				hypothetical protein
OBHBHFCO_00387	CDS	2061	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
OBHBHFCO_00388	CDS	819	truB	5.4.99.25		tRNA pseudouridine synthase B
OBHBHFCO_00389	CDS	228	csrA		COG1551	Translational regulator CsrA
OBHBHFCO_00390	CDS	771	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OBHBHFCO_00391	CDS	453	smpB		COG0691	SsrA-binding protein
OBHBHFCO_00392	CDS	606				hypothetical protein
OBHBHFCO_00393	CDS	291	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OBHBHFCO_00394	CDS	2118	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OBHBHFCO_00395	CDS	654	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OBHBHFCO_00396	CDS	639				hypothetical protein
OBHBHFCO_00397	CDS	357	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
OBHBHFCO_00398	CDS	798				hypothetical protein
OBHBHFCO_00399	CDS	726				hypothetical protein
OBHBHFCO_00400	CDS	615	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
OBHBHFCO_00401	CDS	1947	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
OBHBHFCO_00402	CDS	849	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
OBHBHFCO_00403	CDS	393	cheY		COG0784	Chemotaxis protein CheY 
OBHBHFCO_00404	CDS	1323				hypothetical protein
OBHBHFCO_00405	CDS	870	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
OBHBHFCO_00406	CDS	345				hypothetical protein
OBHBHFCO_00407	CDS	849	lepB	3.4.21.89	COG0681	Signal peptidase I
OBHBHFCO_00408	CDS	858	folD		COG0190	Bifunctional protein FolD protein
OBHBHFCO_00409	CDS	348				hypothetical protein
OBHBHFCO_00410	CDS	1275	hemL1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
OBHBHFCO_00411	CDS	306				hypothetical protein
OBHBHFCO_00412	CDS	504				hypothetical protein
OBHBHFCO_00413	CDS	1188	ycaD			putative MFS-type transporter YcaD
OBHBHFCO_00414	CDS	2310				hypothetical protein
OBHBHFCO_00415	CDS	282				hypothetical protein
OBHBHFCO_00416	CDS	801	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
OBHBHFCO_00417	CDS	1125	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
OBHBHFCO_00418	CDS	1296	gltX	6.1.1.17		Glutamate--tRNA ligase
OBHBHFCO_00419	CDS	282				hypothetical protein
OBHBHFCO_00420	CDS	1629				hypothetical protein
OBHBHFCO_00421	CDS	486				hypothetical protein
OBHBHFCO_00422	CDS	495	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
OBHBHFCO_00423	CDS	843	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OBHBHFCO_00424	CDS	198				hypothetical protein
OBHBHFCO_00425	CDS	1887	metG	6.1.1.10		Methionine--tRNA ligase
OBHBHFCO_00426	CDS	948				hypothetical protein
OBHBHFCO_00427	CDS	477	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
OBHBHFCO_00428	CDS	2547	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OBHBHFCO_00429	CDS	1242				hypothetical protein
OBHBHFCO_00430	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OBHBHFCO_00431	CDS	1731				hypothetical protein
OBHBHFCO_00432	CDS	1089	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
OBHBHFCO_00433	CDS	411				hypothetical protein
OBHBHFCO_00434	CDS	459	yccU		COG1832	putative protein YccU
OBHBHFCO_00435	CDS	1212	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
OBHBHFCO_00436	CDS	723	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OBHBHFCO_00437	CDS	1026				hypothetical protein
OBHBHFCO_00438	CDS	780				hypothetical protein
OBHBHFCO_00439	CDS	669	uppS	2.5.1.-	COG0020	Isoprenyl transferase
OBHBHFCO_00440	CDS	618				hypothetical protein
OBHBHFCO_00441	CDS	1155	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OBHBHFCO_00442	CDS	1290	glmU_1		COG1207	Bifunctional protein GlmU
OBHBHFCO_00443	CDS	744	fliP		COG1338	Flagellar biosynthetic protein FliP
OBHBHFCO_00444	CDS	261				hypothetical protein
OBHBHFCO_00445	CDS	771	fliY		COG0834	L-cystine-binding protein FliY
OBHBHFCO_00446	CDS	1326				hypothetical protein
OBHBHFCO_00447	CDS	1338				hypothetical protein
OBHBHFCO_00448	CDS	720	kdsB_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OBHBHFCO_00449	CDS	1413	thrC	4.2.3.1	COG0498	Threonine synthase
OBHBHFCO_00450	CDS	933	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
OBHBHFCO_00451	CDS	747	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
OBHBHFCO_00452	CDS	597		3.-.-.-		putative protein
OBHBHFCO_00453	CDS	306				hypothetical protein
OBHBHFCO_00454	CDS	780	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
OBHBHFCO_00455	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OBHBHFCO_00456	CDS	1242		3.4.24.-	COG0612	putative zinc protease
OBHBHFCO_00457	CDS	1059	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
OBHBHFCO_00458	CDS	1734	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OBHBHFCO_00459	CDS	1383	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OBHBHFCO_00460	CDS	1452	murJ		COG0728	Lipid II flippase MurJ
OBHBHFCO_00461	CDS	1866				hypothetical protein
OBHBHFCO_00462	CDS	552	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OBHBHFCO_00463	CDS	1041	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
OBHBHFCO_00464	CDS	216				hypothetical protein
OBHBHFCO_00465	CDS	732	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OBHBHFCO_00466	CDS	1428	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OBHBHFCO_00467	CDS	3510	aas	6.2.1.20		Bifunctional protein Aas
OBHBHFCO_00468	CDS	912				hypothetical protein
OBHBHFCO_00469	CDS	825	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OBHBHFCO_00470	CDS	1116	cca	2.7.7.72		CCA-adding enzyme
OBHBHFCO_00471	CDS	498				hypothetical protein
OBHBHFCO_00472	CDS	246				hypothetical protein
OBHBHFCO_00473	CDS	582				hypothetical protein
OBHBHFCO_00474	CDS	321				hypothetical protein
OBHBHFCO_00475	CDS	681				hypothetical protein
OBHBHFCO_00476	CDS	177				hypothetical protein
OBHBHFCO_00477	CDS	336	napD			Chaperone NapD
OBHBHFCO_00478	CDS	921				hypothetical protein
OBHBHFCO_00479	CDS	522	napB			Periplasmic nitrate reductase, electron transfer subunit
OBHBHFCO_00480	CDS	783	napH		COG0348	Ferredoxin-type protein NapH
OBHBHFCO_00481	CDS	741	napG		COG1145	Ferredoxin-type protein NapG
OBHBHFCO_00482	CDS	2775	napA_1	1.9.6.1		Periplasmic nitrate reductase
OBHBHFCO_00483	CDS	528	tpx	1.11.1.15	COG2077	Thiol peroxidase
OBHBHFCO_00484	CDS	285				hypothetical protein
OBHBHFCO_00485	CDS	261				hypothetical protein
OBHBHFCO_00486	CDS	2031	uvrD	3.6.4.12	COG0210	DNA helicase II
OBHBHFCO_00487	CDS	930				hypothetical protein
OBHBHFCO_00488	CDS	2613	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OBHBHFCO_00489	CDS	1011	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OBHBHFCO_00490	CDS	906				hypothetical protein
OBHBHFCO_00491	CDS	774			COG1464	Membrane lipoprotein TpN32
OBHBHFCO_00492	CDS	771	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
OBHBHFCO_00493	CDS	777	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
OBHBHFCO_00494	CDS	663				hypothetical protein
OBHBHFCO_00495	CDS	564	shdB	2.5.1.129		putative UbiX-like flavin prenyltransferase
OBHBHFCO_00496	CDS	477	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OBHBHFCO_00497	CDS	579	tmk	2.7.4.9	COG0125	Thymidylate kinase
OBHBHFCO_00498	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OBHBHFCO_00499	CDS	1836	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
OBHBHFCO_00500	CDS	633	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OBHBHFCO_00501	CDS	1170		2.6.1.1		Aspartate aminotransferase
OBHBHFCO_00502	CDS	342				hypothetical protein
OBHBHFCO_00503	CDS	1023			COG2220	putative protein
OBHBHFCO_00504	CDS	231				hypothetical protein
OBHBHFCO_00505	CDS	288				hypothetical protein
OBHBHFCO_00506	CDS	1872	dnaK			Chaperone protein DnaK
OBHBHFCO_00507	CDS	531	grpE			Protein GrpE
OBHBHFCO_00508	CDS	792	hrcA			Heat-inducible transcription repressor HrcA
OBHBHFCO_00509	CDS	2091	cirA_2		COG4771	Colicin I receptor
OBHBHFCO_00510	CDS	699				hypothetical protein
OBHBHFCO_00511	CDS	384				IS200/IS605 family transposase ISCco1
OBHBHFCO_00512	CDS	285				IS200/IS605 family transposase ISCco1
OBHBHFCO_00513	CDS	1305				hypothetical protein
OBHBHFCO_00514	CDS	180				hypothetical protein
OBHBHFCO_00515	CDS	843				hypothetical protein
OBHBHFCO_00516	CDS	417	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
OBHBHFCO_00517	CDS	816	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
OBHBHFCO_00518	CDS	945	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OBHBHFCO_00519	CDS	1455				hypothetical protein
OBHBHFCO_00520	CDS	561	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
OBHBHFCO_00521	CDS	1386	hldE		COG2870	Bifunctional protein HldE
OBHBHFCO_00522	CDS	954	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OBHBHFCO_00523	CDS	564	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
OBHBHFCO_00524	CDS	300	cyf			Cytochrome c-553
OBHBHFCO_00525	CDS	201				hypothetical protein
OBHBHFCO_00526	CDS	2358	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OBHBHFCO_00527	CDS	1299	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OBHBHFCO_00528	CDS	1557				hypothetical protein
OBHBHFCO_00529	CDS	2124	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OBHBHFCO_00530	CDS	204				hypothetical protein
OBHBHFCO_00531	CDS	942	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
OBHBHFCO_00532	CDS	270				hypothetical protein
OBHBHFCO_00533	CDS	495				hypothetical protein
OBHBHFCO_00534	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
OBHBHFCO_00535	CDS	924	ldh	1.1.1.27		L-lactate dehydrogenase
OBHBHFCO_00536	CDS	606	dedA		COG0586	Protein DedA
OBHBHFCO_00537	CDS	483	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OBHBHFCO_00538	CDS	708			COG0217	putative transcriptional regulatory protein
OBHBHFCO_00539	CDS	342	mdtJ		COG2076	Spermidine export protein MdtJ
OBHBHFCO_00540	CDS	309	mdtI		COG2076	Spermidine export protein MdtI
OBHBHFCO_00541	CDS	1593	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
OBHBHFCO_00542	CDS	240	tatA			Sec-independent protein translocase protein TatA
OBHBHFCO_00543	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
OBHBHFCO_00544	CDS	1548				hypothetical protein
OBHBHFCO_00545	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
OBHBHFCO_00546	CDS	636	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OBHBHFCO_00547	CDS	1074	tsf		COG0264	Elongation factor Ts
OBHBHFCO_00548	CDS	792	rpsB		COG0052	30S ribosomal protein S2
OBHBHFCO_00549	CDS	1164	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OBHBHFCO_00550	CDS	1125				hypothetical protein
OBHBHFCO_00551	CDS	1251	petB		COG1290	Cytochrome b
OBHBHFCO_00552	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OBHBHFCO_00553	CDS	1269	arsB		COG1055	Arsenical pump membrane protein
OBHBHFCO_00554	CDS	1860	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OBHBHFCO_00555	CDS	498	aer_1		COG0840	Aerotaxis receptor
OBHBHFCO_00556	CDS	1380				hypothetical protein
OBHBHFCO_00557	CDS	495	aer_2		COG0840	Aerotaxis receptor
OBHBHFCO_00558	CDS	1377	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
OBHBHFCO_00559	CDS	804				hypothetical protein
OBHBHFCO_00560	CDS	1527				hypothetical protein
OBHBHFCO_00561	CDS	1182	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
OBHBHFCO_00562	CDS	900	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OBHBHFCO_00563	CDS	1419	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
OBHBHFCO_00564	CDS	495	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OBHBHFCO_00565	CDS	993	vldW	1.14.11.52		Validamycin A dioxygenase
OBHBHFCO_00566	CDS	771			COG1464	Membrane lipoprotein TpN32
OBHBHFCO_00567	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OBHBHFCO_00568	CDS	849	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OBHBHFCO_00569	CDS	201				hypothetical protein
OBHBHFCO_00570	CDS	681	atpB		COG0356	ATP synthase subunit a
OBHBHFCO_00571	CDS	1341	radA	3.6.4.-	COG1066	DNA repair protein RadA
OBHBHFCO_00572	CDS	852	ramA	3.5.1.100		(R)-stereoselective amidase
OBHBHFCO_00573	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
OBHBHFCO_00574	CDS	336				hypothetical protein
OBHBHFCO_00575	CDS	945	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
OBHBHFCO_00576	CDS	867	ftsY		COG0552	Signal recognition particle receptor FtsY
OBHBHFCO_00577	CDS	558	resA_1			Thiol-disulfide oxidoreductase ResA
OBHBHFCO_00578	CDS	1554	rny	3.1.-.-	COG1418	Ribonuclease Y
OBHBHFCO_00579	CDS	558	yohD		COG0586	Inner membrane protein YohD
OBHBHFCO_00580	CDS	1260				hypothetical protein
OBHBHFCO_00581	CDS	807				hypothetical protein
OBHBHFCO_00582	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OBHBHFCO_00583	CDS	729	pgbA			Plasminogen-binding protein PgbA
OBHBHFCO_00584	CDS	1161	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
OBHBHFCO_00585	CDS	207				hypothetical protein
OBHBHFCO_00586	CDS	681				hypothetical protein
OBHBHFCO_00587	CDS	612	ribE	2.5.1.9		Riboflavin synthase
OBHBHFCO_00588	CDS	2541				hypothetical protein
OBHBHFCO_00589	CDS	261	groS		COG0234	10 kDa chaperonin
OBHBHFCO_00590	CDS	1638	groL			60 kDa chaperonin
OBHBHFCO_00591	CDS	222				hypothetical protein
OBHBHFCO_00592	CDS	1206	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OBHBHFCO_00593	CDS	666	mprA_1		COG0745	Response regulator MprA
OBHBHFCO_00594	CDS	600				Bacteriohemerythrin
OBHBHFCO_00595	CDS	366				hypothetical protein
OBHBHFCO_00596	CDS	1356	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
OBHBHFCO_00597	CDS	231				hypothetical protein
OBHBHFCO_00598	CDS	2316				hypothetical protein
OBHBHFCO_00599	CDS	3195				hypothetical protein
OBHBHFCO_00600	tRNA	75				tRNA-Asn(gtt)
OBHBHFCO_00601	CDS	1251				hypothetical protein
OBHBHFCO_00602	CDS	675	regX3_2		COG0745	Sensory transduction protein regX3
OBHBHFCO_00603	CDS	1419	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
OBHBHFCO_00604	CDS	900	cbpA		COG2214	Curved DNA-binding protein
OBHBHFCO_00605	CDS	375				hypothetical protein
OBHBHFCO_00606	CDS	1623	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OBHBHFCO_00607	CDS	333				hypothetical protein
OBHBHFCO_00608	CDS	621	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
OBHBHFCO_00609	CDS	1995	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OBHBHFCO_00610	CDS	822				hypothetical protein
OBHBHFCO_00611	CDS	951				hypothetical protein
OBHBHFCO_00612	CDS	111				hypothetical protein
OBHBHFCO_00613	CDS	786				hypothetical protein
OBHBHFCO_00614	CDS	2823	uvrA			UvrABC system protein A
OBHBHFCO_00615	CDS	534				hypothetical protein
OBHBHFCO_00616	CDS	678				hypothetical protein
OBHBHFCO_00617	CDS	591				hypothetical protein
OBHBHFCO_00618	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
OBHBHFCO_00619	CDS	2640	polA	2.7.7.7	COG0258	DNA polymerase I
OBHBHFCO_00620	CDS	777	pomA		COG1291	Chemotaxis protein PomA
OBHBHFCO_00621	CDS	732	motB		COG1360	Motility protein B
OBHBHFCO_00622	CDS	1089	flhB		COG1377	Flagellar biosynthetic protein FlhB
OBHBHFCO_00623	CDS	597	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OBHBHFCO_00624	CDS	285				hypothetical protein
OBHBHFCO_00625	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OBHBHFCO_00626	CDS	360				hypothetical protein
OBHBHFCO_00627	CDS	147	rpmF			50S ribosomal protein L32
OBHBHFCO_00628	CDS	987	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
OBHBHFCO_00629	CDS	978	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OBHBHFCO_00630	CDS	1077	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OBHBHFCO_00631	CDS	1164	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OBHBHFCO_00632	CDS	966				hypothetical protein
OBHBHFCO_00633	CDS	444				hypothetical protein
OBHBHFCO_00634	CDS	1494				hypothetical protein
OBHBHFCO_00635	CDS	708	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
OBHBHFCO_00636	CDS	1203				hypothetical protein
OBHBHFCO_00637	CDS	411				hypothetical protein
OBHBHFCO_00638	CDS	1878	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OBHBHFCO_00639	CDS	831				hypothetical protein
OBHBHFCO_00640	CDS	1029	fliG		COG1536	Flagellar motor switch protein FliG
OBHBHFCO_00641	CDS	1683	fliF		COG1766	Flagellar M-ring protein
OBHBHFCO_00642	CDS	1095	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
OBHBHFCO_00643	CDS	1080	pheA			Bifunctional chorismate mutase/prephenate dehydratase
OBHBHFCO_00644	CDS	768	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
OBHBHFCO_00645	CDS	1209	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OBHBHFCO_00646	CDS	1059				hypothetical protein
OBHBHFCO_00647	CDS	543	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OBHBHFCO_00648	CDS	537	rplY			50S ribosomal protein L25
OBHBHFCO_00649	CDS	327	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
OBHBHFCO_00650	CDS	315	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
OBHBHFCO_00651	CDS	606	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
OBHBHFCO_00652	CDS	1284	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OBHBHFCO_00653	CDS	1143	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
OBHBHFCO_00654	CDS	612			COG2830	putative protein
OBHBHFCO_00655	CDS	687				hypothetical protein
OBHBHFCO_00656	CDS	750	modA		COG0725	Molybdate-binding protein ModA
OBHBHFCO_00657	CDS	402				hypothetical protein
OBHBHFCO_00658	CDS	669				hypothetical protein
OBHBHFCO_00659	CDS	885	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OBHBHFCO_00660	CDS	774		3.5.2.6	COG2602	Beta-lactamase OXA-133
OBHBHFCO_00661	CDS	825	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
OBHBHFCO_00662	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
OBHBHFCO_00663	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
OBHBHFCO_00664	CDS	453	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
OBHBHFCO_00665	CDS	657	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OBHBHFCO_00666	CDS	774	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
OBHBHFCO_00667	CDS	435	pgtP_1		COG2271	Phosphoglycerate transporter protein
OBHBHFCO_00668	CDS	381	pgtP_2		COG2271	Phosphoglycerate transporter protein
OBHBHFCO_00669	CDS	243	pgtP_3		COG2271	Phosphoglycerate transporter protein
OBHBHFCO_00670	CDS	777				hypothetical protein
OBHBHFCO_00671	CDS	804	cdtB	3.1.-.-		Cytolethal distending toxin subunit B
OBHBHFCO_00672	CDS	378				hypothetical protein
OBHBHFCO_00673	CDS	198				hypothetical protein
OBHBHFCO_00674	CDS	885	zupT		COG0428	Zinc transporter ZupT
OBHBHFCO_00675	CDS	1092	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OBHBHFCO_00676	CDS	486	greA		COG0782	Transcription elongation factor GreA
OBHBHFCO_00677	CDS	636				hypothetical protein
OBHBHFCO_00678	CDS	957	cheV		COG0784	Chemotaxis protein CheV
OBHBHFCO_00679	CDS	2295	rcsC	2.7.13.3		Sensor histidine kinase RcsC
OBHBHFCO_00680	CDS	522	cheW		COG0835	Chemotaxis protein CheW
OBHBHFCO_00681	CDS	624	serB	3.1.3.3		Phosphoserine phosphatase
OBHBHFCO_00682	CDS	987	tal	2.2.1.2		Transaldolase
OBHBHFCO_00683	CDS	423				hypothetical protein
OBHBHFCO_00684	CDS	3270	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
OBHBHFCO_00685	CDS	255				hypothetical protein
OBHBHFCO_00686	CDS	717				hypothetical protein
OBHBHFCO_00687	CDS	567				hypothetical protein
OBHBHFCO_00688	CDS	1455	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
OBHBHFCO_00689	CDS	1128	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
OBHBHFCO_00690	CDS	876	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
OBHBHFCO_00691	CDS	1908	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OBHBHFCO_00692	CDS	924				hypothetical protein
OBHBHFCO_00693	CDS	750				hypothetical protein
OBHBHFCO_00694	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
OBHBHFCO_00695	CDS	1224	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
