locus_tag	ftype	length_bp	gene	EC_number	COG	product
HIOKELPH_00341	CDS	1275				hypothetical protein
HIOKELPH_00342	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
HIOKELPH_00343	CDS	645				hypothetical protein
HIOKELPH_00344	CDS	576				hypothetical protein
HIOKELPH_00345	CDS	2568	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
HIOKELPH_00346	CDS	522				hypothetical protein
HIOKELPH_00347	CDS	450				hypothetical protein
HIOKELPH_00348	CDS	1299	atoC		COG2204	Regulatory protein AtoC
HIOKELPH_00349	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
HIOKELPH_00350	CDS	507				hypothetical protein
HIOKELPH_00351	CDS	201				hypothetical protein
HIOKELPH_00352	CDS	432				hypothetical protein
HIOKELPH_00353	CDS	1125			COG0683	Leu/Ile/Val-binding protein 
HIOKELPH_00354	CDS	1110				hypothetical protein
HIOKELPH_00355	CDS	960	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HIOKELPH_00356	CDS	1041				hypothetical protein
HIOKELPH_00357	CDS	771	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HIOKELPH_00358	CDS	696	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HIOKELPH_00359	CDS	3261	ccsA			Cytochrome c biogenesis protein CcsA
HIOKELPH_00360	CDS	456				hypothetical protein
HIOKELPH_00361	CDS	171				hypothetical protein
HIOKELPH_00362	CDS	582				hypothetical protein
HIOKELPH_00363	CDS	2022				hypothetical protein
HIOKELPH_00364	tRNA	77				tRNA-Arg(gcg)
HIOKELPH_00365	CDS	771				hypothetical protein
HIOKELPH_00366	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HIOKELPH_00367	CDS	1401				hypothetical protein
HIOKELPH_00368	CDS	1056	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HIOKELPH_00369	CDS	1572				hypothetical protein
HIOKELPH_00370	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
HIOKELPH_00371	CDS	1605	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
HIOKELPH_00372	CDS	417				hypothetical protein
HIOKELPH_00373	CDS	519				hypothetical protein
HIOKELPH_00374	CDS	510				hypothetical protein
HIOKELPH_00375	CDS	1866	rpoD		COG0568	RNA polymerase sigma factor RpoD
HIOKELPH_00376	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
HIOKELPH_00377	CDS	1095				hypothetical protein
HIOKELPH_00378	CDS	573				hypothetical protein
HIOKELPH_00379	CDS	600	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HIOKELPH_00380	CDS	561	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
HIOKELPH_00381	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
HIOKELPH_00382	CDS	912	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
HIOKELPH_00383	CDS	492				hypothetical protein
HIOKELPH_00384	CDS	1356	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
HIOKELPH_00385	CDS	1266	lutA_1			Lactate utilization protein A
HIOKELPH_00386	CDS	705				hypothetical protein
HIOKELPH_00387	CDS	204				hypothetical protein
HIOKELPH_00388	CDS	741				hypothetical protein
HIOKELPH_00389	CDS	1104				hypothetical protein
HIOKELPH_00390	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
HIOKELPH_00391	CDS	1248	proP_1			Proline/betaine transporter
HIOKELPH_00392	CDS	1269	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
HIOKELPH_00393	CDS	528				hypothetical protein
HIOKELPH_00394	CDS	174				hypothetical protein
HIOKELPH_00395	CDS	576				hypothetical protein
HIOKELPH_00396	CDS	876	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
HIOKELPH_00397	CDS	912				hypothetical protein
HIOKELPH_00398	CDS	417				hypothetical protein
HIOKELPH_00399	tRNA	86				tRNA-Leu(gag)
HIOKELPH_00400	CDS	339	atpH			ATP synthase subunit c
HIOKELPH_00401	CDS	1335				hypothetical protein
HIOKELPH_00402	CDS	1350				hypothetical protein
HIOKELPH_00403	CDS	1794	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
HIOKELPH_00404	CDS	1575	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
HIOKELPH_00405	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HIOKELPH_00406	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
HIOKELPH_00407	CDS	1452	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
HIOKELPH_00408	CDS	696				hypothetical protein
HIOKELPH_00409	CDS	384	apt_1	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
HIOKELPH_00410	CDS	153	apt_2	2.4.2.7		Adenine phosphoribosyltransferase
HIOKELPH_00411	CDS	333				hypothetical protein
HIOKELPH_00412	CDS	438	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HIOKELPH_00413	CDS	555	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
HIOKELPH_00414	CDS	789	cheR	2.1.1.80		Chemotaxis protein methyltransferase
HIOKELPH_00415	CDS	729	glnQ_1			Glutamine transport ATP-binding protein GlnQ
HIOKELPH_00416	CDS	780	peb1A		COG0834	Major cell-binding factor
HIOKELPH_00417	CDS	753	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
HIOKELPH_00418	CDS	660	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
HIOKELPH_00419	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HIOKELPH_00420	CDS	2112	cstA		COG1966	Peptide transporter CstA
HIOKELPH_00421	CDS	414		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HIOKELPH_00422	CDS	1842				hypothetical protein
HIOKELPH_00423	CDS	291	hup		COG0776	DNA-binding protein HU
HIOKELPH_00424	CDS	900	cysK	2.5.1.47	COG0031	Cysteine synthase
HIOKELPH_00425	CDS	555				hypothetical protein
HIOKELPH_00426	CDS	453				hypothetical protein
HIOKELPH_00427	CDS	417				hypothetical protein
HIOKELPH_00428	CDS	306				hypothetical protein
HIOKELPH_00429	CDS	978				hypothetical protein
HIOKELPH_00430	CDS	990	alr	5.1.1.1		Alanine racemase
HIOKELPH_00431	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
HIOKELPH_00432	CDS	1485	alsT		COG1115	Amino-acid carrier protein AlsT
HIOKELPH_00433	CDS	729	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
HIOKELPH_00434	CDS	744				hypothetical protein
HIOKELPH_00435	CDS	138				hypothetical protein
HIOKELPH_00436	CDS	570	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
HIOKELPH_00437	CDS	366			COG0537	putative HIT-like protein
HIOKELPH_00438	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HIOKELPH_00439	CDS	2322	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HIOKELPH_00440	CDS	1281	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
HIOKELPH_00441	CDS	831	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
HIOKELPH_00442	CDS	1671	rpsA		COG0539	30S ribosomal protein S1
HIOKELPH_00443	CDS	492				hypothetical protein
HIOKELPH_00444	CDS	1584	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
HIOKELPH_00445	CDS	672	walR		COG0745	Transcriptional regulatory protein WalR
HIOKELPH_00446	CDS	1284	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
HIOKELPH_00447	CDS	1932	uup		COG0488	ABC transporter ATP-binding protein uup
HIOKELPH_00448	tRNA	75				tRNA-Gly(gcc)
HIOKELPH_00449	CDS	1167	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
HIOKELPH_00450	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HIOKELPH_00451	CDS	861	yicL		COG0697	putative inner membrane transporter YicL
HIOKELPH_00452	CDS	579	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
HIOKELPH_00453	CDS	1779	menF_1	5.4.4.2		Isochorismate synthase MenF
HIOKELPH_00454	CDS	1065	xerH		COG0582	Tyrosine recombinase XerH
HIOKELPH_00455	CDS	696	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
HIOKELPH_00456	CDS	639	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
HIOKELPH_00457	CDS	141				hypothetical protein
HIOKELPH_00458	CDS	633				hypothetical protein
HIOKELPH_00459	CDS	243				hypothetical protein
HIOKELPH_00460	CDS	1053		3.1.4.17	COG2404	3',5'-cyclic-nucleotide phosphodiesterase
HIOKELPH_00461	CDS	2178	flhA		COG1298	Flagellar biosynthesis protein FlhA
HIOKELPH_00462	CDS	411	cymR			HTH-type transcriptional regulator CymR
HIOKELPH_00463	CDS	273	rpsO		COG0184	30S ribosomal protein S15
HIOKELPH_00464	CDS	2841				hypothetical protein
HIOKELPH_00465	CDS	2253				hypothetical protein
HIOKELPH_00466	tRNA	87				tRNA-Leu(caa)
HIOKELPH_00467	CDS	441				hypothetical protein
HIOKELPH_00468	CDS	1020	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HIOKELPH_00469	CDS	747				hypothetical protein
HIOKELPH_00470	CDS	1269	sufS	4.4.1.16		Cysteine desulfurase
HIOKELPH_00471	tRNA	77				tRNA-Asp(gtc)
HIOKELPH_00472	tRNA	76				tRNA-Val(tac)
HIOKELPH_00473	tRNA	76				tRNA-Glu(ctc)
HIOKELPH_00474	tRNA	76				tRNA-Lys(ttt)
HIOKELPH_00475	tRNA	77				tRNA-Asp(gtc)
HIOKELPH_00476	tRNA	76				tRNA-Val(tac)
HIOKELPH_00477	tRNA	76				tRNA-Lys(ttt)
HIOKELPH_00478	CDS	786				hypothetical protein
HIOKELPH_00479	CDS	378				hypothetical protein
HIOKELPH_00480	CDS	1119				hypothetical protein
HIOKELPH_00481	CDS	1206	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
HIOKELPH_00482	CDS	2589	secA		COG0653	Protein translocase subunit SecA
HIOKELPH_00483	CDS	510	lolA			Outer-membrane lipoprotein carrier protein
HIOKELPH_00484	CDS	699				hypothetical protein
HIOKELPH_00485	CDS	1344	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
HIOKELPH_00486	CDS	1365				hypothetical protein
HIOKELPH_00487	CDS	873		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
HIOKELPH_00488	CDS	888	fieF		COG0053	Ferrous-iron efflux pump FieF
HIOKELPH_00489	CDS	978	aguA	3.5.3.12	COG2957	Agmatine deiminase
HIOKELPH_00490	CDS	438				hypothetical protein
HIOKELPH_00491	CDS	1593				hypothetical protein
HIOKELPH_00492	CDS	1533	purH		COG0138	Bifunctional purine biosynthesis protein PurH
HIOKELPH_00493	CDS	771	djlA_1			Co-chaperone protein DjlA
HIOKELPH_00494	CDS	2187	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HIOKELPH_00495	CDS	1329	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HIOKELPH_00496	CDS	852				hypothetical protein
HIOKELPH_00497	CDS	1596	yidC			Membrane protein insertase YidC
HIOKELPH_00498	CDS	375	yidD			Putative membrane protein insertion efficiency factor
HIOKELPH_00499	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
HIOKELPH_00500	CDS	135	rpmH		COG0230	50S ribosomal protein L34
HIOKELPH_00501	CDS	480				hypothetical protein
HIOKELPH_00502	CDS	609				hypothetical protein
HIOKELPH_00503	CDS	1197				hypothetical protein
HIOKELPH_00504	CDS	375	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
HIOKELPH_00505	CDS	1287				hypothetical protein
HIOKELPH_00506	CDS	693				hypothetical protein
HIOKELPH_00507	CDS	1896				hypothetical protein
HIOKELPH_00508	CDS	219				hypothetical protein
HIOKELPH_00509	CDS	150				hypothetical protein
HIOKELPH_00510	CDS	420				hypothetical protein
HIOKELPH_00511	CDS	1323				hypothetical protein
HIOKELPH_00512	CDS	870	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
HIOKELPH_00513	CDS	345				hypothetical protein
HIOKELPH_00514	CDS	849	lepB	3.4.21.89	COG0681	Signal peptidase I
HIOKELPH_00515	CDS	858	folD		COG0190	Bifunctional protein FolD protein
HIOKELPH_00516	CDS	348				hypothetical protein
HIOKELPH_00517	CDS	1275	hemL1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
HIOKELPH_00518	CDS	306				hypothetical protein
HIOKELPH_00519	CDS	504				hypothetical protein
HIOKELPH_00520	CDS	1188	ycaD			putative MFS-type transporter YcaD
HIOKELPH_00521	CDS	2295				hypothetical protein
HIOKELPH_00522	CDS	282				hypothetical protein
HIOKELPH_00523	CDS	801	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
HIOKELPH_00524	CDS	1125	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HIOKELPH_00525	CDS	1296	gltX	6.1.1.17		Glutamate--tRNA ligase
HIOKELPH_00526	CDS	282				hypothetical protein
HIOKELPH_00527	CDS	1629				hypothetical protein
HIOKELPH_00528	CDS	486				hypothetical protein
HIOKELPH_00529	CDS	495	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
HIOKELPH_00530	CDS	843	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
HIOKELPH_00531	CDS	198				hypothetical protein
HIOKELPH_00532	CDS	1887	metG	6.1.1.10		Methionine--tRNA ligase
HIOKELPH_00533	CDS	948				hypothetical protein
HIOKELPH_00534	CDS	477	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
HIOKELPH_00535	CDS	2547	acnB	4.2.1.3	COG1049	Aconitate hydratase B
HIOKELPH_00536	CDS	1242				hypothetical protein
HIOKELPH_00537	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
HIOKELPH_00538	CDS	1731				hypothetical protein
HIOKELPH_00539	CDS	1089	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
HIOKELPH_00540	CDS	411				hypothetical protein
HIOKELPH_00541	CDS	459	yccU		COG1832	putative protein YccU
HIOKELPH_00542	CDS	1212	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
HIOKELPH_00543	CDS	723	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HIOKELPH_00544	CDS	1026				hypothetical protein
HIOKELPH_00545	CDS	780				hypothetical protein
HIOKELPH_00546	CDS	669	uppS	2.5.1.-	COG0020	Isoprenyl transferase
HIOKELPH_00547	CDS	618				hypothetical protein
HIOKELPH_00548	CDS	1155	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
HIOKELPH_00549	CDS	1290	glmU_1		COG1207	Bifunctional protein GlmU
HIOKELPH_00550	CDS	744	fliP		COG1338	Flagellar biosynthetic protein FliP
HIOKELPH_00551	CDS	771	fliY		COG0834	L-cystine-binding protein FliY
HIOKELPH_00552	CDS	1296				hypothetical protein
HIOKELPH_00553	CDS	1320				hypothetical protein
HIOKELPH_00554	CDS	720	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
HIOKELPH_00555	CDS	1413	thrC	4.2.3.1	COG0498	Threonine synthase
HIOKELPH_00556	CDS	933	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
HIOKELPH_00557	CDS	747	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
HIOKELPH_00558	CDS	597		3.-.-.-		putative protein
HIOKELPH_00559	CDS	306				hypothetical protein
HIOKELPH_00560	CDS	780	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
HIOKELPH_00561	CDS	897	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HIOKELPH_00562	CDS	1242		3.4.24.-	COG0612	putative zinc protease
HIOKELPH_00563	CDS	1059	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
HIOKELPH_00564	CDS	1734	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
HIOKELPH_00565	CDS	1383	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HIOKELPH_00566	CDS	1452	murJ		COG0728	Lipid II flippase MurJ
HIOKELPH_00567	CDS	1866				hypothetical protein
HIOKELPH_00568	CDS	552	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
HIOKELPH_00569	CDS	1041	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
HIOKELPH_00570	CDS	216				hypothetical protein
HIOKELPH_00571	CDS	732	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HIOKELPH_00572	CDS	1428	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HIOKELPH_00573	CDS	3510	aas	6.2.1.20		Bifunctional protein Aas
HIOKELPH_00574	CDS	912				hypothetical protein
HIOKELPH_00575	CDS	825	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
HIOKELPH_00576	CDS	1116	cca	2.7.7.72		CCA-adding enzyme
HIOKELPH_00577	CDS	498				hypothetical protein
HIOKELPH_00578	CDS	246				hypothetical protein
HIOKELPH_00579	CDS	582				hypothetical protein
HIOKELPH_00580	CDS	321				hypothetical protein
HIOKELPH_00581	CDS	681				hypothetical protein
HIOKELPH_00582	CDS	177				hypothetical protein
HIOKELPH_00583	CDS	336	napD			Chaperone NapD
HIOKELPH_00584	CDS	921				hypothetical protein
HIOKELPH_00585	CDS	522	napB			Periplasmic nitrate reductase, electron transfer subunit
HIOKELPH_00586	CDS	783	napH		COG0348	Ferredoxin-type protein NapH
HIOKELPH_00587	CDS	741	napG		COG1145	Ferredoxin-type protein NapG
HIOKELPH_00588	CDS	2775	napA_1	1.9.6.1		Periplasmic nitrate reductase
HIOKELPH_00589	CDS	528	tpx	1.11.1.15	COG2077	Thiol peroxidase
HIOKELPH_00590	CDS	285				hypothetical protein
HIOKELPH_00591	CDS	261				hypothetical protein
HIOKELPH_00592	CDS	2031	uvrD	3.6.4.12	COG0210	DNA helicase II
HIOKELPH_00593	CDS	930				hypothetical protein
HIOKELPH_00594	CDS	2613	valS	6.1.1.9	COG0525	Valine--tRNA ligase
HIOKELPH_00595	CDS	1011	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
HIOKELPH_00596	CDS	906				hypothetical protein
HIOKELPH_00597	CDS	774			COG1464	Membrane lipoprotein TpN32
HIOKELPH_00598	CDS	771	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
HIOKELPH_00599	CDS	777	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
HIOKELPH_00600	CDS	663				hypothetical protein
HIOKELPH_00601	CDS	564	shdB	2.5.1.129		putative UbiX-like flavin prenyltransferase
HIOKELPH_00602	CDS	477	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HIOKELPH_00603	CDS	579	tmk	2.7.4.9	COG0125	Thymidylate kinase
HIOKELPH_00604	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HIOKELPH_00605	CDS	1836	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
HIOKELPH_00606	CDS	633	cysE	2.3.1.30	COG1045	Serine acetyltransferase
HIOKELPH_00607	CDS	1170		2.6.1.1		Aspartate aminotransferase
HIOKELPH_00608	CDS	342				hypothetical protein
HIOKELPH_00609	CDS	1023			COG2220	putative protein
HIOKELPH_00610	CDS	231				hypothetical protein
HIOKELPH_00611	CDS	288				hypothetical protein
HIOKELPH_00612	CDS	1872	dnaK			Chaperone protein DnaK
HIOKELPH_00613	CDS	531	grpE			Protein GrpE
HIOKELPH_00614	CDS	792	hrcA			Heat-inducible transcription repressor HrcA
HIOKELPH_00615	CDS	2091	cirA_1		COG4771	Colicin I receptor
HIOKELPH_00616	CDS	699				hypothetical protein
HIOKELPH_00617	CDS	816				IS200/IS605 family transposase ISCco1
HIOKELPH_00618	CDS	285				hypothetical protein
HIOKELPH_00619	CDS	771	hisJ			putative histidine-binding protein
HIOKELPH_00620	CDS	639		3.1.3.-	COG0560	putative phosphatase
HIOKELPH_00621	CDS	990	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HIOKELPH_00622	CDS	780				hypothetical protein
HIOKELPH_00623	CDS	840				hypothetical protein
HIOKELPH_00624	CDS	807				hypothetical protein
HIOKELPH_00625	CDS	1326				hypothetical protein
HIOKELPH_00626	CDS	1047				hypothetical protein
HIOKELPH_00627	CDS	984	corA		COG0598	Magnesium transport protein CorA
HIOKELPH_00628	CDS	543	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
HIOKELPH_00629	CDS	186				hypothetical protein
HIOKELPH_00630	CDS	1188	htpX	3.4.24.-		Protease HtpX
HIOKELPH_00631	CDS	801	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HIOKELPH_00632	CDS	474				hypothetical protein
HIOKELPH_00633	CDS	750	flaC			Secreted flagellin C
HIOKELPH_00634	CDS	633			COG0325	Pyridoxal phosphate homeostasis protein
HIOKELPH_00635	CDS	3603	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HIOKELPH_00636	CDS	330			COG1393	putative protein
HIOKELPH_00637	CDS	1344	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
HIOKELPH_00638	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
HIOKELPH_00639	CDS	357	rplS			50S ribosomal protein L19
HIOKELPH_00640	CDS	705	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HIOKELPH_00641	CDS	540	rimM			Ribosome maturation factor RimM
HIOKELPH_00642	CDS	243				hypothetical protein
HIOKELPH_00643	CDS	228	rpsP		COG0228	30S ribosomal protein S16
HIOKELPH_00644	CDS	1338	ffh		COG0541	Signal recognition particle protein
HIOKELPH_00645	CDS	753				hypothetical protein
HIOKELPH_00646	CDS	1158	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
HIOKELPH_00647	CDS	717				hypothetical protein
HIOKELPH_00648	CDS	726		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
HIOKELPH_00649	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HIOKELPH_00650	CDS	555				hypothetical protein
HIOKELPH_00651	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
HIOKELPH_00652	CDS	1257				hypothetical protein
HIOKELPH_00653	CDS	705				hypothetical protein
HIOKELPH_00654	CDS	1431	glnA	6.3.1.2	COG0174	Glutamine synthetase
HIOKELPH_00655	CDS	792	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
HIOKELPH_00656	CDS	813	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
HIOKELPH_00657	CDS	1113	ftsZ			Cell division protein FtsZ
HIOKELPH_00658	CDS	1383	ftsA			Cell division protein FtsA
HIOKELPH_00659	CDS	1488	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
HIOKELPH_00660	CDS	936	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
HIOKELPH_00661	CDS	888				hypothetical protein
HIOKELPH_00662	CDS	492				hypothetical protein
HIOKELPH_00663	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
HIOKELPH_00664	CDS	1503				hypothetical protein
HIOKELPH_00665	CDS	699	flgH			Flagellar L-ring protein
HIOKELPH_00666	CDS	1074	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
HIOKELPH_00667	CDS	519		2.7.1.-	COG0529	Cytidine diphosphoramidate kinase
HIOKELPH_00668	CDS	1404				hypothetical protein
HIOKELPH_00669	CDS	456		2.1.1.-	COG0500	putative methyltransferase
HIOKELPH_00670	CDS	195				hypothetical protein
HIOKELPH_00671	CDS	762	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HIOKELPH_00672	CDS	2340		2.7.3.13	COG0574	L-glutamine kinase
HIOKELPH_00673	CDS	609		3.5.-.-	COG2071	Gamma-glutamyl-CDP-amidate hydrolase
HIOKELPH_00674	CDS	771		2.7.7.-	COG1213	CTP:phosphoglutamine cytidylyltransferase
HIOKELPH_00675	CDS	1839	priA	3.6.4.-	COG1198	Primosomal protein N'
HIOKELPH_00676	CDS	447				hypothetical protein
HIOKELPH_00677	CDS	246				hypothetical protein
HIOKELPH_00678	CDS	231				hypothetical protein
HIOKELPH_00679	CDS	1974	uvrB		COG0556	UvrABC system protein B
HIOKELPH_00680	CDS	1425	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
HIOKELPH_00681	CDS	1251	rpoN		COG1508	RNA polymerase sigma-54 factor
HIOKELPH_00682	CDS	729	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HIOKELPH_00683	CDS	408	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HIOKELPH_00684	CDS	246			COG1188	putative protein
HIOKELPH_00685	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HIOKELPH_00686	CDS	444	rplI			50S ribosomal protein L9
HIOKELPH_00687	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
HIOKELPH_00688	CDS	1320	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
HIOKELPH_00689	CDS	876	era		COG1159	GTPase Era
HIOKELPH_00690	CDS	1074				hypothetical protein
HIOKELPH_00691	CDS	558				hypothetical protein
HIOKELPH_00692	CDS	1788				hypothetical protein
HIOKELPH_00693	CDS	1836	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HIOKELPH_00694	CDS	495				hypothetical protein
HIOKELPH_00695	CDS	591	engB		COG0218	putative GTP-binding protein EngB
HIOKELPH_00696	CDS	459	lptA			Lipopolysaccharide export system protein LptA
HIOKELPH_00697	CDS	513				hypothetical protein
HIOKELPH_00698	CDS	489		3.1.3.103	COG1778	2-keto-3-deoxy-D-glycero-D-galacto-9-phosphonononic acid phosphatase
HIOKELPH_00699	CDS	840	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HIOKELPH_00700	CDS	1134				hypothetical protein
HIOKELPH_00701	CDS	813	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
HIOKELPH_00702	CDS	1245	pleD			Response regulator PleD
HIOKELPH_00703	CDS	1524	recN		COG0497	DNA repair protein RecN
HIOKELPH_00704	CDS	861	nadK	2.7.1.23	COG0061	NAD kinase
HIOKELPH_00705	CDS	1752	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
