locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFMMKAFD_00333	CDS	1209	murD2	6.3.2.53	COG0771	UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
NFMMKAFD_00334	CDS	1062	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NFMMKAFD_00335	CDS	1479	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
NFMMKAFD_00336	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NFMMKAFD_00337	CDS	408				hypothetical protein
NFMMKAFD_00338	CDS	1836	sdhA	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
NFMMKAFD_00339	CDS	966	sdhB	1.3.5.-	COG0479	8-methylmenaquinol:fumarate reductase iron-sulfur subunit
NFMMKAFD_00340	CDS	858	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
NFMMKAFD_00341	CDS	666	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
NFMMKAFD_00342	CDS	234	acpP			Acyl carrier protein
NFMMKAFD_00343	CDS	1215	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NFMMKAFD_00344	CDS	939	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NFMMKAFD_00345	CDS	249				hypothetical protein
NFMMKAFD_00346	CDS	1404	cirA_1		COG4771	Colicin I receptor
NFMMKAFD_00347	CDS	195				hypothetical protein
NFMMKAFD_00348	CDS	597				hypothetical protein
NFMMKAFD_00349	CDS	1098				hypothetical protein
NFMMKAFD_00350	CDS	216				hypothetical protein
NFMMKAFD_00351	CDS	195	rpmB		COG0227	50S ribosomal protein L28
NFMMKAFD_00352	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
NFMMKAFD_00353	CDS	771	dinG	3.1.-.-		3'-5' exonuclease DinG
NFMMKAFD_00354	CDS	1293	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
NFMMKAFD_00355	CDS	519				hypothetical protein
NFMMKAFD_00356	CDS	528				hypothetical protein
NFMMKAFD_00357	CDS	960				hypothetical protein
NFMMKAFD_00358	CDS	651				hypothetical protein
NFMMKAFD_00359	CDS	1302	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NFMMKAFD_00360	CDS	243				hypothetical protein
NFMMKAFD_00361	CDS	1089	nusA		COG0195	Transcription termination/antitermination protein NusA
NFMMKAFD_00362	CDS	1188				hypothetical protein
NFMMKAFD_00363	CDS	1047	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
NFMMKAFD_00364	CDS	1221				hypothetical protein
NFMMKAFD_00365	CDS	1824	mfd_2	3.6.4.-		Transcription-repair-coupling factor
NFMMKAFD_00366	CDS	384	ctb		COG2346	Group 3 truncated hemoglobin ctb
NFMMKAFD_00367	CDS	597	vfr		COG0664	Cyclic AMP receptor-like protein
NFMMKAFD_00368	CDS	702	yecS		COG0765	L-cystine transport system permease protein YecS
NFMMKAFD_00369	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
NFMMKAFD_00370	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NFMMKAFD_00371	tRNA	76				tRNA-Thr(tgt)
NFMMKAFD_00372	tRNA	86				tRNA-Tyr(gta)
NFMMKAFD_00373	tRNA	77				tRNA-Gly(tcc)
NFMMKAFD_00374	tRNA	75				tRNA-Thr(ggt)
NFMMKAFD_00375	CDS	1200	tufA		COG0050	Elongation factor Tu
NFMMKAFD_00376	CDS	159	rpmG2			50S ribosomal protein L33 2
NFMMKAFD_00377	tRNA	76				tRNA-Trp(cca)
NFMMKAFD_00378	CDS	180				hypothetical protein
NFMMKAFD_00379	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
NFMMKAFD_00380	CDS	426	rplK		COG0080	50S ribosomal protein L11
NFMMKAFD_00381	CDS	702	rplA		COG0081	50S ribosomal protein L1
NFMMKAFD_00382	CDS	480	rplJ		COG0244	50S ribosomal protein L10
NFMMKAFD_00383	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
NFMMKAFD_00384	CDS	4128	rpoBC_1	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
NFMMKAFD_00385	CDS	4554	rpoBC_2	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
NFMMKAFD_00386	CDS	387	rpsL		COG0048	30S ribosomal protein S12
NFMMKAFD_00387	CDS	471	rpsG		COG0049	30S ribosomal protein S7
NFMMKAFD_00388	CDS	2076	fusA		COG0480	Elongation factor G
NFMMKAFD_00389	tRNA	77				tRNA-Arg(cct)
NFMMKAFD_00390	CDS	702	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
NFMMKAFD_00391	CDS	375				hypothetical protein
NFMMKAFD_00392	CDS	1278				hypothetical protein
NFMMKAFD_00393	CDS	777	trpC_1	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
NFMMKAFD_00394	CDS	486		2.7.7.53	COG0537	AP-4-A phosphorylase
NFMMKAFD_00395	CDS	999	selU	2.5.1.-		tRNA 2-selenouridine synthase
NFMMKAFD_00396	CDS	1236	nrgA			Ammonium transporter
NFMMKAFD_00397	CDS	912	hemH	4.99.1.1	COG0276	Ferrochelatase
NFMMKAFD_00398	CDS	837	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NFMMKAFD_00399	CDS	1074	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
NFMMKAFD_00400	CDS	2529	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
NFMMKAFD_00401	CDS	552	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NFMMKAFD_00402	CDS	1932	pbpF		COG0744	Penicillin-binding protein 1F
NFMMKAFD_00403	CDS	2574	clpB			Chaperone protein ClpB
NFMMKAFD_00404	CDS	291	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
NFMMKAFD_00405	CDS	1320	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
NFMMKAFD_00406	CDS	711	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NFMMKAFD_00407	CDS	246	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
NFMMKAFD_00408	CDS	648	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
NFMMKAFD_00409	CDS	1197				hypothetical protein
NFMMKAFD_00410	CDS	693				hypothetical protein
NFMMKAFD_00411	CDS	369	crcB		COG0239	Putative fluoride ion transporter CrcB
NFMMKAFD_00412	CDS	1827	htpG		COG0326	Chaperone protein HtpG
NFMMKAFD_00413	CDS	318				hypothetical protein
NFMMKAFD_00414	CDS	435				hypothetical protein
NFMMKAFD_00415	CDS	726				hypothetical protein
NFMMKAFD_00416	CDS	915				hypothetical protein
NFMMKAFD_00417	CDS	1809	penA	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PenA
NFMMKAFD_00418	CDS	297	fliE			Flagellar hook-basal body complex protein FliE
NFMMKAFD_00419	CDS	495	flgC		COG1558	Flagellar basal-body rod protein FlgC
NFMMKAFD_00420	CDS	432				hypothetical protein
NFMMKAFD_00421	CDS	780	mltG	4.2.2.-		Endolytic murein transglycosylase
NFMMKAFD_00422	CDS	2571				hypothetical protein
NFMMKAFD_00423	CDS	2205	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
NFMMKAFD_00424	CDS	903	mdh	1.1.1.37	COG0039	Malate dehydrogenase
NFMMKAFD_00425	CDS	1164	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
NFMMKAFD_00426	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
NFMMKAFD_00427	CDS	312	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
NFMMKAFD_00428	CDS	1125	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
NFMMKAFD_00429	CDS	846				hypothetical protein
NFMMKAFD_00430	CDS	558				hypothetical protein
NFMMKAFD_00431	CDS	264				hypothetical protein
NFMMKAFD_00432	CDS	537				hypothetical protein
NFMMKAFD_00433	CDS	894	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NFMMKAFD_00434	CDS	1299	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
NFMMKAFD_00435	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NFMMKAFD_00436	CDS	390				hypothetical protein
NFMMKAFD_00437	CDS	924	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
NFMMKAFD_00438	CDS	1803	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NFMMKAFD_00439	CDS	366				hypothetical protein
NFMMKAFD_00440	CDS	1914				hypothetical protein
NFMMKAFD_00441	CDS	387	fliS			Flagellar secretion chaperone FliS
NFMMKAFD_00442	CDS	276				hypothetical protein
NFMMKAFD_00443	CDS	570	efp		COG0231	Elongation factor P
NFMMKAFD_00444	CDS	693				hypothetical protein
NFMMKAFD_00445	CDS	954				hypothetical protein
NFMMKAFD_00446	CDS	1005				hypothetical protein
NFMMKAFD_00447	CDS	1287				hypothetical protein
NFMMKAFD_00448	CDS	798		3.1.1.92		4-sulfomuconolactone hydrolase
NFMMKAFD_00449	CDS	1086				hypothetical protein
NFMMKAFD_00450	CDS	1233	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NFMMKAFD_00451	CDS	936		1.18.1.2	COG0492	Ferredoxin--NADP reductase
NFMMKAFD_00452	CDS	1329				hypothetical protein
NFMMKAFD_00453	CDS	930				hypothetical protein
NFMMKAFD_00454	CDS	1377	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
NFMMKAFD_00455	CDS	561				hypothetical protein
NFMMKAFD_00456	CDS	198				hypothetical protein
NFMMKAFD_00457	CDS	1119	era_1			GTPase Era
NFMMKAFD_00458	CDS	171				hypothetical protein
NFMMKAFD_00459	CDS	306				hypothetical protein
NFMMKAFD_00460	CDS	1068				hypothetical protein
NFMMKAFD_00461	CDS	873				hypothetical protein
NFMMKAFD_00462	tRNA	76				tRNA-Met(cat)
NFMMKAFD_00463	tRNA	75				tRNA-Gln(ttg)
NFMMKAFD_00464	CDS	1020	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NFMMKAFD_00465	CDS	444	yqeY		COG1610	putative protein YqeY
NFMMKAFD_00466	CDS	1701	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NFMMKAFD_00467	CDS	465	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
NFMMKAFD_00468	CDS	966	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
NFMMKAFD_00469	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NFMMKAFD_00470	CDS	738	tatC		COG0805	Sec-independent protein translocase protein TatC
NFMMKAFD_00471	CDS	417	tatB			Sec-independent protein translocase protein TatB
NFMMKAFD_00472	CDS	1068	hemW		COG0635	Heme chaperone HemW
NFMMKAFD_00473	CDS	471	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
NFMMKAFD_00474	CDS	1203		2.7.2.4	COG0527	Aspartate kinase
NFMMKAFD_00475	CDS	537				hypothetical protein
NFMMKAFD_00476	CDS	600				hypothetical protein
NFMMKAFD_00477	CDS	1143	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
NFMMKAFD_00478	CDS	1944	ligA_1	6.5.1.2	COG0272	DNA ligase
NFMMKAFD_00479	CDS	1020				hypothetical protein
NFMMKAFD_00480	CDS	762	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
NFMMKAFD_00481	CDS	855	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
NFMMKAFD_00482	CDS	708	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
NFMMKAFD_00483	CDS	216				hypothetical protein
NFMMKAFD_00484	CDS	435				hypothetical protein
NFMMKAFD_00485	CDS	633				hypothetical protein
NFMMKAFD_00486	CDS	651				hypothetical protein
NFMMKAFD_00487	CDS	627	nth_2	4.2.99.18	COG0177	Endonuclease III
NFMMKAFD_00488	CDS	822	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
NFMMKAFD_00489	CDS	1065	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
NFMMKAFD_00490	CDS	1443				hypothetical protein
NFMMKAFD_00491	CDS	954	pal_1			Peptidoglycan-associated lipoprotein
NFMMKAFD_00492	CDS	876				hypothetical protein
NFMMKAFD_00493	CDS	1344				hypothetical protein
NFMMKAFD_00494	CDS	669	yiiM		COG2258	Protein YiiM
NFMMKAFD_00495	CDS	1704	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
NFMMKAFD_00496	CDS	882				hypothetical protein
NFMMKAFD_00497	CDS	1191	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
NFMMKAFD_00498	CDS	1173	macA		COG0845	Macrolide export protein MacA
NFMMKAFD_00499	CDS	1926	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NFMMKAFD_00500	CDS	1371	tdeA		COG1538	Toxin and drug export protein A
NFMMKAFD_00501	CDS	1179				hypothetical protein
NFMMKAFD_00502	CDS	1011				hypothetical protein
NFMMKAFD_00503	CDS	1377				hypothetical protein
NFMMKAFD_00504	CDS	504	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
NFMMKAFD_00505	CDS	996	sphX		COG0226	Protein SphX
NFMMKAFD_00506	CDS	915	pstC1		COG0573	Phosphate transport system permease protein PstC 1
NFMMKAFD_00507	CDS	1089				hypothetical protein
NFMMKAFD_00508	CDS	741	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
NFMMKAFD_00509	CDS	612				hypothetical protein
NFMMKAFD_00510	CDS	648				hypothetical protein
NFMMKAFD_00511	CDS	1317	yeeO		COG0534	putative FMN/FAD exporter YeeO
NFMMKAFD_00512	CDS	648				hypothetical protein
NFMMKAFD_00513	CDS	1521				hypothetical protein
NFMMKAFD_00514	CDS	2190	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
NFMMKAFD_00515	CDS	744	hypB			Hydrogenase maturation factor HypB
NFMMKAFD_00516	CDS	282				hypothetical protein
NFMMKAFD_00517	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
NFMMKAFD_00518	CDS	975	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
NFMMKAFD_00519	CDS	345	hypA		COG0375	Hydrogenase/urease maturation factor HypA
NFMMKAFD_00520	CDS	1044				hypothetical protein
NFMMKAFD_00521	CDS	966			COG1466	Protein
NFMMKAFD_00522	CDS	1935	rnr	3.1.13.1	COG0557	Ribonuclease R
NFMMKAFD_00523	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
NFMMKAFD_00524	CDS	1083				hypothetical protein
NFMMKAFD_00525	CDS	774				hypothetical protein
NFMMKAFD_00526	CDS	384	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
NFMMKAFD_00527	CDS	879	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
NFMMKAFD_00528	CDS	498	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
NFMMKAFD_00529	CDS	519	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
NFMMKAFD_00530	CDS	579	adk	2.7.4.3	COG0563	Adenylate kinase
NFMMKAFD_00531	CDS	1752	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
NFMMKAFD_00532	CDS	861	nadK	2.7.1.23		NAD kinase
NFMMKAFD_00533	CDS	1524	recN		COG0497	DNA repair protein RecN
NFMMKAFD_00534	CDS	1245	pleD			Response regulator PleD
NFMMKAFD_00535	CDS	816	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NFMMKAFD_00536	CDS	1119				hypothetical protein
NFMMKAFD_00537	CDS	828	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NFMMKAFD_00538	CDS	489	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NFMMKAFD_00539	CDS	516				hypothetical protein
NFMMKAFD_00540	CDS	462	lptA			Lipopolysaccharide export system protein LptA
NFMMKAFD_00541	CDS	597	engB		COG0218	putative GTP-binding protein EngB
NFMMKAFD_00542	CDS	495				hypothetical protein
NFMMKAFD_00543	CDS	1806	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NFMMKAFD_00544	CDS	1791				hypothetical protein
NFMMKAFD_00545	CDS	1554	dtpT		COG3104	Di-/tripeptide transporter
NFMMKAFD_00546	CDS	231				hypothetical protein
NFMMKAFD_00547	CDS	201				hypothetical protein
NFMMKAFD_00548	CDS	411	dtpB			Dipeptide and tripeptide permease B
NFMMKAFD_00549	CDS	549				hypothetical protein
NFMMKAFD_00550	CDS	1107				hypothetical protein
NFMMKAFD_00551	CDS	876	era_2			GTPase Era
NFMMKAFD_00552	CDS	1320	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
NFMMKAFD_00553	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
NFMMKAFD_00554	CDS	444	rplI			50S ribosomal protein L9
NFMMKAFD_00555	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NFMMKAFD_00556	CDS	285			COG1188	putative protein
NFMMKAFD_00557	CDS	408				hypothetical protein
NFMMKAFD_00558	CDS	753	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NFMMKAFD_00559	CDS	1251	rpoN		COG1508	RNA polymerase sigma-54 factor
NFMMKAFD_00560	CDS	1425	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
NFMMKAFD_00561	CDS	291	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
NFMMKAFD_00562	CDS	315	kdpA_2			Potassium-transporting ATPase potassium-binding subunit
NFMMKAFD_00563	CDS	819	kdpA_3		COG2060	Potassium-transporting ATPase potassium-binding subunit
NFMMKAFD_00564	CDS	594	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
NFMMKAFD_00565	CDS	723	kdpB_2	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
NFMMKAFD_00566	CDS	351	kdpD_1	2.7.13.3	COG2205	Sensor protein KdpD
NFMMKAFD_00567	CDS	816	kdpD_2	2.7.13.3	COG2205	Sensor protein KdpD
NFMMKAFD_00568	CDS	321				hypothetical protein
NFMMKAFD_00569	CDS	1974	uvrB		COG0556	UvrABC system protein B
NFMMKAFD_00570	CDS	231				hypothetical protein
NFMMKAFD_00571	CDS	243				hypothetical protein
NFMMKAFD_00572	CDS	438				hypothetical protein
NFMMKAFD_00573	CDS	1854	priA	3.6.4.-	COG1198	Primosomal protein N'
NFMMKAFD_00574	CDS	1395				hypothetical protein
NFMMKAFD_00575	CDS	1074	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NFMMKAFD_00576	CDS	699	flgH			Flagellar L-ring protein
NFMMKAFD_00577	CDS	1503				hypothetical protein
NFMMKAFD_00578	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
NFMMKAFD_00579	CDS	3753				hypothetical protein
NFMMKAFD_00580	CDS	492				hypothetical protein
NFMMKAFD_00581	CDS	939				hypothetical protein
NFMMKAFD_00582	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NFMMKAFD_00583	CDS	1491	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
NFMMKAFD_00584	CDS	1383	ftsA			Cell division protein FtsA
NFMMKAFD_00585	CDS	1113	ftsZ			Cell division protein FtsZ
NFMMKAFD_00586	CDS	813	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
NFMMKAFD_00587	CDS	792	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
NFMMKAFD_00588	CDS	1431	glnA	6.3.1.2	COG0174	Glutamine synthetase
NFMMKAFD_00589	CDS	696				hypothetical protein
NFMMKAFD_00590	CDS	1254	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
NFMMKAFD_00591	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
NFMMKAFD_00592	CDS	537				hypothetical protein
NFMMKAFD_00593	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
NFMMKAFD_00594	CDS	726		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
NFMMKAFD_00595	CDS	717				hypothetical protein
NFMMKAFD_00596	CDS	1158	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
NFMMKAFD_00597	CDS	753				hypothetical protein
NFMMKAFD_00598	CDS	1338	ffh		COG0541	Signal recognition particle protein
NFMMKAFD_00599	CDS	228	rpsP			30S ribosomal protein S16
NFMMKAFD_00600	CDS	243				hypothetical protein
NFMMKAFD_00601	CDS	540	rimM			Ribosome maturation factor RimM
NFMMKAFD_00602	CDS	705	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NFMMKAFD_00603	CDS	357	rplS			50S ribosomal protein L19
NFMMKAFD_00604	CDS	414	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
NFMMKAFD_00605	CDS	1341	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
NFMMKAFD_00606	CDS	330			COG1393	putative protein
NFMMKAFD_00607	CDS	3603	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NFMMKAFD_00608	CDS	633			COG0325	Pyridoxal phosphate homeostasis protein
NFMMKAFD_00609	CDS	747	flaC			Secreted flagellin C
NFMMKAFD_00610	CDS	471				hypothetical protein
NFMMKAFD_00611	CDS	816	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NFMMKAFD_00612	CDS	1188	htpX	3.4.24.-		Protease HtpX
NFMMKAFD_00613	CDS	186				hypothetical protein
NFMMKAFD_00614	CDS	543	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
NFMMKAFD_00615	CDS	984	corA		COG0598	Magnesium transport protein CorA
NFMMKAFD_00616	CDS	1047				hypothetical protein
NFMMKAFD_00617	CDS	1326				hypothetical protein
NFMMKAFD_00618	CDS	807				hypothetical protein
NFMMKAFD_00619	CDS	96				hypothetical protein
NFMMKAFD_00620	CDS	777				hypothetical protein
NFMMKAFD_00621	CDS	780				hypothetical protein
NFMMKAFD_00622	CDS	990	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NFMMKAFD_00623	CDS	639		3.1.3.-	COG0560	putative phosphatase
NFMMKAFD_00624	CDS	756	hisJ			putative histidine-binding protein
NFMMKAFD_00625	CDS	531				hypothetical protein
NFMMKAFD_00626	CDS	1929				hypothetical protein
NFMMKAFD_00627	CDS	1443				hypothetical protein
NFMMKAFD_00628	CDS	936				hypothetical protein
NFMMKAFD_00629	CDS	117				hypothetical protein
NFMMKAFD_00630	CDS	237				hypothetical protein
NFMMKAFD_00631	CDS	318				hypothetical protein
NFMMKAFD_00632	rRNA	1510				16S ribosomal RNA
NFMMKAFD_00633	tRNA	76				tRNA-Ala(tgc)
NFMMKAFD_00634	tRNA	77				tRNA-Ile(gat)
NFMMKAFD_00635	rRNA	3050				23S ribosomal RNA
NFMMKAFD_00636	CDS	2367				hypothetical protein
NFMMKAFD_00637	CDS	1389	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
NFMMKAFD_00638	CDS	1488	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
NFMMKAFD_00639	CDS	1791		7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit 12
NFMMKAFD_00640	CDS	297	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
NFMMKAFD_00641	CDS	519	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
NFMMKAFD_00642	CDS	642	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
NFMMKAFD_00643	CDS	999	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
NFMMKAFD_00644	CDS	2463				hypothetical protein
NFMMKAFD_00645	CDS	693				hypothetical protein
NFMMKAFD_00646	CDS	228				hypothetical protein
NFMMKAFD_00647	CDS	1227	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
NFMMKAFD_00648	CDS	792	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
NFMMKAFD_00649	CDS	504	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
NFMMKAFD_00650	CDS	390	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
NFMMKAFD_00651	CDS	666	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
NFMMKAFD_00652	CDS	711	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
NFMMKAFD_00653	CDS	789	dppC		COG1173	Dipeptide transport system permease protein DppC
NFMMKAFD_00654	CDS	945	cntB		COG0601	Metal-staphylopine import system permease protein CntB
NFMMKAFD_00655	CDS	1536	appA			Oligopeptide-binding protein AppA
NFMMKAFD_00656	CDS	2772				hypothetical protein
NFMMKAFD_00657	CDS	423	vhb			Bacterial hemoglobin
NFMMKAFD_00658	CDS	1632	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
NFMMKAFD_00659	CDS	1296	proP_1			Proline/betaine transporter
NFMMKAFD_00660	CDS	798				hypothetical protein
NFMMKAFD_00661	CDS	219	infA		COG0361	Translation initiation factor IF-1
NFMMKAFD_00662	CDS	366	rpsM			30S ribosomal protein S13
NFMMKAFD_00663	CDS	393	rpsK			30S ribosomal protein S11
NFMMKAFD_00664	CDS	627	rpsD		COG0522	30S ribosomal protein S4
NFMMKAFD_00665	CDS	1014	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NFMMKAFD_00666	CDS	354	rplQ		COG0203	50S ribosomal protein L17
NFMMKAFD_00667	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
NFMMKAFD_00668	CDS	1287	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
NFMMKAFD_00669	CDS	1059	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
NFMMKAFD_00670	CDS	588	hisH_2	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
NFMMKAFD_00671	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NFMMKAFD_00672	CDS	957				hypothetical protein
NFMMKAFD_00673	CDS	768	hisF_2	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
NFMMKAFD_00674	CDS	624	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
