id,Virulence_Gene,Locus_Tag,Note,Product,DB_Xref,Location
2088,IncFIB_trbC,HXF02_RS00420,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin assembly protein TrbC,,plasmid
2087,IncFIB_trbB,HXF02_RS00455,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB,,plasmid
2086,IncFIB_trbA,HXF02_RS00440,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TrbA,,plasmid
2085,IncFIB_traY,HXF02_RS00345,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer relaxosome protein TraY,,plasmid
2084,IncFIB_traX,HXF02_RS00510,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer pilus acetylase TraX,,plasmid
2083,IncFIB_traW,HXF02_RS00410,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system protein TraW,,plasmid
2082,IncFIB_traV,HXF02_RS00390,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system lipoprotein TraV,,plasmid
2081,IncFIB_traU,HXF02_RS00415,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer pilus assembly protein TraU,,plasmid
2080,IncFIB_traT,HXF02_RS00485,Derived by automated computational analysis using gene prediction method: Protein Homology.,complement resistance protein TraT,,plasmid
2079,IncFIB_traS,HXF02_RS00480,"""TraS, as the term is used in F-like plasmids, is a plasmid entry exclusion protein. It interacts with the F-like plasmid mating stabilization protein TraG; Derived by automated computational analysis using gene prediction method: Protein Homology.""",conjugal transfer entry exclusion protein TraS,,plasmid
2078,IncFIB_traR,HXF02_RS00395,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraR,,plasmid
2077,IncFIB_traQ,HXF02_RS00450,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin chaperone TraQ,,plasmid
2076,IncFIB_traP,HXF02_RS00375,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraP,,plasmid
2075,IncFIB_traN,HXF02_RS00420,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin assembly protein TrbC,,plasmid
2074,IncFIB_traM,HXF02_RS00335,Derived by automated computational analysis using gene prediction method: Protein Homology.,relaxosome protein TraM,,plasmid
2073,IncFIB_traL,HXF02_RS00355,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system protein TraL,,plasmid
2072,IncFIB_traK,HXF02_RS00365,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system secretin TraK,,plasmid
2071,IncFIB_traJ,HXF02_RS00340,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer transcriptional regulator TraJ,,plasmid
2070,IncFIB_traI,HXF02_RS00505,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugative transfer relaxase/helicase TraI,,plasmid
2069,IncFIB_traH,HXF02_RS00470,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraH,,plasmid
2068,IncFIB_traG,HXF02_RS00475,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer mating pair stabilization protein TraG,,plasmid
2067,IncFIB_traF,HXF02_RS00435,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin assembly protein TraF,,plasmid
2066,IncFIB_traE,HXF02_RS00360,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system protein TraE,,plasmid
2065,IncFIB_traD,HXF02_RS00490,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system coupling protein TraD,,plasmid
2064,IncFIB_traC,HXF02_RS00400,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV secretion system protein TraC,,plasmid
2063,IncFIB_traB,HXF02_RS00370,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraB,,plasmid
2062,IncFIB_traA,HXF02_RS00350,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system pilin TraA,,plasmid
2061,IncB/O/K_traB,,conjugal transfer protein,TraB,,plasmid
2060,IncB/O/K_traC,,conjugal transfer protein,TraC,,plasmid
2059,IncB/O/K_pilI,,thin pilus biogenesis protein,PilI,,plasmid
2058,IncB/O/K_pilK,,thin pilus biogenesis protein,PilK,,plasmid
2057,IncB/O/K_pilL,,thin pilus biogenesis protein,PilL,,plasmid
2056,IncB/O/K_pilM,,thin pilus biogenesis protein,PilM,,plasmid
2055,IncB/O/K_pilN,,thin pilus biogenesis protein,PilN,,plasmid
2054,IncB/O/K_pilO,,thin pilus biogenesis protein,PilO,,plasmid
2053,IncB/O/K_pilP,,thin pilus biogenesis protein,PilP,,plasmid
2052,IncB/O/K_pilQ,,thin pilus biogenesis protein,PilQ,,plasmid
2051,IncB/O/K_pilR,,thin pilus biogenesis protein,PilR,,plasmid
2050,IncB/O/K_pilS,,thin pilus biogenesis protein,PilS,,plasmid
2049,IncB/O/K_pilT,,thin pilus biogenesis protein,PilT,,plasmid
2048,IncB/O/K_pilU,,thin pilus biogenesis protein,PilU,,plasmid
2047,IncB/O/K_pilV,,thin pilus biogenesis protein,PilV,,plasmid
2046,IncB/O/K_traE,,conjugal transfer protein,TraE,,plasmid
2045,IncB/O/K_traF,,conjugal transfer protein,TraF,,plasmid
2044,IncB/O/K_traH,,conjugal transfer protein,TraH,,plasmid
2043,IncB/O/K_traI,,conjugal transfer protein,TraI,,plasmid
2042,IncB/O/K_traJ,,conjugal transfer protein,TraJ,,plasmid
2041,IncB/O/K_traK,,conjugal transfer protein,TraK,,plasmid
2040,IncB/O/K_traL,,conjugal transfer protein,TraL,,plasmid
2039,IncB/O/K_traM,,conjugal transfer protein,TraM,,plasmid
2038,IncB/O/K_traN,,conjugal transfer protein,TraN,,plasmid
2037,IncB/O/K_traO,,conjugal transfer protein,TraO,,plasmid
2036,IncB/O/K_traP,,conjugal transfer protein,TraP,,plasmid
2035,IncB/O/K_traQ,,conjugal transfer protein,TraQ,,plasmid
2034,IncB/O/K_traR,,conjugal transfer protein,TraR,,plasmid
2033,IncB/O/K_traS,,conjugal transfer protein,TraS,,plasmid
2032,IncB/O/K_traT,,conjugal transfer protein,TraT,,plasmid
2031,IncB/O/K_traU,,conjugal transfer protein,TraU,,plasmid
2030,IncB/O/K_traV,,conjugal transfer protein,TraV,,plasmid
2029,IncB/O/K_traW,,conjugal transfer protein,TraW,,plasmid
2028,IncB/O/K_traX,,conjugal transfer protein,TraX,,plasmid
2027,IncB/O/K_traY,,conjugal transfer protein,TraY,,plasmid
2026,IncB/O/K_trbA,,conjugal transfer protein,TrbA,,plasmid
2025,IncB/O/K_trbB,,conjugal transfer protein,TrbB,,plasmid
2024,IncB/O/K_trbC,,type 4 coupling protein,TrbC,,plasmid
2023,IncAC_traG,HS646_RS00940,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraG N-terminal domain-containing protein,,plasmid
2022,IncAC_traH,HS646_RS00935,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraH,,plasmid
2021,IncAC_traF,HS646_RS00930,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraF,,plasmid
2020,IncAC_traN,HS646_RS00510,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer mating pair stabilization protein TraN,,plasmid
2019,IncAC_traU,HS646_RS00505,Derived by automated computational analysis using gene prediction method: Protein Homology.,TraU family protein,,plasmid
2018,IncAC_traW,HS646_RS00495,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraW,,plasmid
2017,IncAC_trhF,HS646_RS00490,Derived by automated computational analysis using gene prediction method: Protein Homology.,S26 family signal peptidase,,plasmid
2016,IncAC_traC,HS646_RS00480,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV secretion system protein TraC,,plasmid
2015,IncAC_traA,HS646_RS00440,Derived by automated computational analysis using gene prediction method: Protein Homology.,hypothetical protein,,plasmid
2014,IncAC_traV,HS646_RS00435,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system lipoprotein TraV,,plasmid
2013,IncAC_traB,HS646_RS00430,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraB,,plasmid
2012,IncAC_traE,HS646_RS00420,Derived by automated computational analysis using gene prediction method: Protein Homology.,hypothetical protein,,plasmid
2011,IncAC_traL,HS646_RS00415,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system protein TraL,,plasmid
2010,IncAC_traD,HS646_RS00375,"""Members of this protein family are the putative conjugative coupling factor, TraD, as the term is used for the SXT and TOL plasmid systems; Derived by automated computational analysis using gene prediction method: Protein Homology.""",conjugative transfer system coupling protein TraD,,plasmid
2009,IncAC_traI,HS646_RS00370,Derived by automated computational analysis using gene prediction method: Protein Homology.,TraI domain-containing protein,,plasmid
